YEAR,GEOID,c20aa,c20ab,c20ac,c20ad,c20ae,c20af,c20ag,c20ah,c20ai,NAME
2010,25025092400,1101,517,655,116,109,561,244,170,2496,Census Tract 924
2010,25025100100,808,431,594,512,334,79,114,403,2338,Census Tract 1001
2010,25025100200,308,139,104,35,45,207,96,53,2010,Census Tract 1002
2010,25025100300,494,138,190,170,390,82,78,302,1711,Census Tract 1003
2010,25025100400,724,44,163,258,245,542,75,10,2717,Census Tract 1004
2010,25025100500,415,152,531,0,344,282,54,230,2765,Census Tract 1005
2010,25025100601,108,195,132,130,272,150,304,119,3243,Census Tract 1006.01
2010,25025100603,44,0,0,107,33,25,117,114,1211,Census Tract 1006.03
2010,25025100700,99,77,160,54,107,35,40,105,3535,Census Tract 1007
2010,25025100800,448,74,153,91,63,353,66,108,4246,Census Tract 1008
2010,25025100900,91,224,145,224,112,54,0,269,3137,Census Tract 1009
2010,25025101001,463,190,288,41,138,281,35,340,4116,Census Tract 1010.01
2010,25025101002,329,655,602,634,261,277,0,277,3112,Census Tract 1010.02
2010,25025101101,413,46,131,315,86,80,11,156,2370,Census Tract 1011.01
2010,25025101102,768,232,451,237,188,180,110,69,1972,Census Tract 1011.02
2010,25025110104,257,124,304,74,70,116,41,2,1350,Census Tract 1101.04
2010,25025110105,229,111,274,65,62,105,30,0,1130,Census Tract 1101.05
2010,25025110106,157,76,188,45,42,72,21,0,774,Census Tract 1101.06
2010,25025110201,48,0,251,104,35,0,0,59,1386,Census Tract 1102.01
2010,25025110301,0,0,0,63,96,48,0,75,2184,Census Tract 1103.01
2010,25025110401,215,92,77,566,380,81,55,48,2004,Census Tract 1104.01
2010,25025110403,31,148,109,182,184,159,39,230,3510,Census Tract 1104.03
2010,25025110501,114,25,198,18,67,195,12,0,2938,Census Tract 1105.01
2010,25025110502,89,15,481,40,175,102,0,35,2549,Census Tract 1105.02
2010,25025110601,0,31,38,32,9,22,0,55,2390,Census Tract 1106.01
2010,25025110607,210,32,81,103,84,0,252,54,3758,Census Tract 1106.07
2010,25025120103,10,11,0,0,22,0,0,13,1385,Census Tract 1201.03
2010,25025120104,70,131,87,109,31,8,44,47,1569,Census Tract 1201.04
2010,25025120105,145,0,0,0,29,36,13,0,1907,Census Tract 1201.05
2010,25025120201,448,70,299,80,69,117,26,36,2775,Census Tract 1202.01
2010,25025120301,162,149,64,12,229,178,13,154,3458,Census Tract 1203.01
2010,25025120400,336,196,262,124,91,75,16,122,4044,Census Tract 1204
2010,25025120500,276,239,111,12,300,171,13,47,1293,Census Tract 1205
2010,25025120600,64,0,41,17,102,87,11,10,2162,Census Tract 1206
2010,25025120700,186,47,122,107,37,178,0,7,1396,Census Tract 1207
2010,25025130101,91,0,0,84,74,59,101,0,4414,Census Tract 1301.01
2010,25025130200,132,9,26,26,54,46,0,87,4251,Census Tract 1302
2010,25025130300,14,13,11,18,118,79,74,65,4162,Census Tract 1303
2010,25025130402,100,0,13,91,69,168,12,17,3937,Census Tract 1304.02
2010,25025130404,82,54,0,123,36,38,11,58,2316,Census Tract 1304.04
2010,25025130406,365,338,211,220,276,351,0,373,2821,Census Tract 1304.06
2010,25025140102,55,151,156,194,84,76,121,10,3507,Census Tract 1401.02
2010,25025140105,125,32,97,28,178,54,0,81,3102,Census Tract 1401.05
2010,25025140106,229,203,93,187,205,291,10,129,832,Census Tract 1401.06
2010,25025140107,66,152,104,36,163,93,77,18,1752,Census Tract 1401.07
2010,25025140201,21,97,21,0,0,31,0,51,1894,Census Tract 1402.01
2010,25025140202,428,72,48,108,223,187,3,105,4092,Census Tract 1402.02
2010,25025140300,345,284,402,138,443,270,0,185,3910,Census Tract 1403
2010,25025140400,299,253,323,128,284,330,202,562,5746,Census Tract 1404
2010,25025980101,191,38,53,14,13,3,4,0,29,Census Tract 9801.01
2010,25025980300,210,11,0,23,0,0,0,0,12,Census Tract 9803
2010,25025980700,0,0,0,0,0,0,0,0,0,Census Tract 9807
2010,25025980900,0,0,0,0,0,0,0,0,0,Census Tract 9809
2010,25025981000,0,0,0,0,0,0,0,0,0,Census Tract 9810
2010,25025981100,0,0,0,0,0,0,0,0,6,Census Tract 9811
2010,25025981201,0,0,0,0,0,0,0,0,0,Census Tract 9812.01
2010,25025981202,0,0,0,0,0,0,0,0,0,Census Tract 9812.02
2010,25025981300,0,0,0,0,0,0,0,0,0,Census Tract 9813
2010,25025981501,0,0,0,0,0,0,0,0,0,Census Tract 9815.01
2010,25025981502,0,0,0,0,0,52,0,0,0,Census Tract 9815.02
2010,25025981600,0,0,0,0,0,0,0,0,0,Census Tract 9816
2010,25025981700,0,0,0,0,0,0,0,0,0,Census Tract 9817
2010,25025981800,0,0,0,0,19,0,0,0,69,Census Tract 9818
2010,25025981900,0,0,0,0,0,0,0,0,0,Census Tract 9819
2010,25025990101,0,0,0,0,0,0,0,0,0,Census Tract 9901.01
2010,25025999999,0,0,0,0,0,0,0,0,0,Census Tract 9999.99
2020,25025000101,128,53,46,130,5,111,13,60,1439,Census Tract 1.01
2020,25025000102,228,529,139,167,7,66,47,60,2543,Census Tract 1.02
2020,25025000201,523,49,101,113,181,231,9,83,3124,Census Tract 2.01
2020,25025000202,311,145,252,353,52,71,47,34,2922,Census Tract 2.02
2020,25025000301,46,40,23,35,93,98,53,0,2391,Census Tract 3.01
2020,25025000302,86,11,66,110,27,22,301,7,2816,Census Tract 3.02
2020,25025000401,564,145,595,117,25,67,0,112,3893,Census Tract 4.01
2020,25025000402,364,47,72,64,95,63,78,87,3139,Census Tract 4.02
2020,25025000502,314,49,292,166,51,61,15,66,1958,Census Tract 5.02
2020,25025000503,136,98,37,43,53,33,67,39,1544,Census Tract 5.03
2020,25025000505,223,176,86,129,149,38,0,66,1398,Census Tract 5.05
2020,25025000506,548,64,87,21,127,32,9,0,1873,Census Tract 5.06
2020,25025000601,276,56,83,36,42,119,0,189,3132,Census Tract 6.01
2020,25025000603,132,329,136,104,135,14,0,15,574,Census Tract 6.03
2020,25025000604,378,104,198,120,0,100,0,62,1406,Census Tract 6.04
2020,25025000701,428,84,241,77,191,230,73,143,3081,Census Tract 7.01
2020,25025000703,582,43,92,51,35,106,75,10,925,Census Tract 7.03
2020,25025000704,898,17,143,29,25,235,0,64,2734,Census Tract 7.04
2020,25025000804,139,35,279,80,94,461,0,75,2555,Census Tract 8.04
2020,25025000805,869,155,119,28,88,106,17,67,1395,Census Tract 8.05
2020,25025000806,333,38,65,17,41,0,15,35,696,Census Tract 8.06
2020,25025000807,17,12,10,0,0,10,0,0,0,Census Tract 8.07
2020,25025010103,150,22,30,6,15,11,0,0,346,Census Tract 101.03
2020,25025010104,407,182,145,27,45,76,27,0,1844,Census Tract 101.04
2020,25025010204,539,73,43,17,39,119,21,29,1036,Census Tract 102.04
2020,25025010205,1059,30,213,29,36,216,12,8,2128,Census Tract 102.05
2020,25025010206,613,14,124,74,0,0,0,0,1142,Census Tract 102.06
2020,25025010300,68,3,21,12,5,0,0,27,257,Census Tract 103
2020,25025010403,609,266,296,82,89,92,37,96,1174,Census Tract 104.03
2020,25025010404,965,62,200,105,61,139,38,39,841,Census Tract 104.04
2020,25025010405,530,95,166,139,48,92,317,32,483,Census Tract 104.05
2020,25025010408,269,55,32,18,36,23,11,14,945,Census Tract 104.08
2020,25025010500,581,108,102,54,47,110,0,33,1906,Census Tract 105
2020,25025010600,286,191,10,44,89,28,7,0,2751,Census Tract 106
2020,25025010701,82,25,32,2,3,26,22,11,1704,Census Tract 107.01
2020,25025010702,61,32,16,0,3,13,92,4,2244,Census Tract 107.02
2020,25025010801,144,20,55,25,9,47,0,25,2273,Census Tract 108.01
2020,25025010802,99,55,38,27,21,34,7,26,2957,Census Tract 108.02
2020,25025020101,124,18,0,86,46,25,0,83,4291,Census Tract 201.01
2020,25025020200,100,51,127,73,11,21,109,0,2910,Census Tract 202
2020,25025020301,162,66,74,9,36,77,0,22,1765,Census Tract 203.01
2020,25025020302,28,9,8,20,3,1,9,1,876,Census Tract 203.02
2020,25025020304,200,15,39,9,0,6,0,1,791,Census Tract 203.04
2020,25025020305,98,0,137,32,0,0,41,38,2520,Census Tract 203.05
2020,25025030100,131,23,220,20,22,181,0,20,1624,Census Tract 301
2020,25025030200,37,0,8,61,0,4,0,0,1596,Census Tract 302
2020,25025030301,26,62,0,13,13,15,0,0,1511,Census Tract 303.01
2020,25025030302,196,75,79,49,28,37,0,7,1321,Census Tract 303.02
2020,25025030400,152,34,171,51,3,62,78,0,3354,Census Tract 304
2020,25025030500,127,10,78,3,0,39,4,8,2119,Census Tract 305
2020,25025040100,84,0,72,79,0,0,10,20,2231,Census Tract 401
2020,25025040200,274,102,96,15,50,40,33,56,1265,Census Tract 402
2020,25025040300,290,88,152,0,41,59,49,0,4071,Census Tract 403
2020,25025040401,60,121,106,62,263,136,213,34,2221,Census Tract 404.01
2020,25025040600,54,21,30,31,112,22,30,0,3249,Census Tract 406
2020,25025040801,332,376,482,27,210,142,15,23,2879,Census Tract 408.01
2020,25025050101,521,148,433,392,309,332,38,177,3189,Census Tract 501.01
2020,25025050200,446,316,72,451,303,359,83,71,3525,Census Tract 502
2020,25025050300,344,254,410,211,60,131,13,134,1658,Census Tract 503
2020,25025050400,134,56,62,271,135,104,6,87,1537,Census Tract 504
2020,25025050500,55,62,109,109,69,93,53,203,1641,Census Tract 505
2020,25025050600,100,8,27,102,146,350,47,7,1769,Census Tract 506
2020,25025050700,357,10,415,503,690,374,106,151,2989,Census Tract 507
2020,25025050901,485,54,222,248,391,160,142,174,2839,Census Tract 509.01
2020,25025051000,554,39,208,59,155,424,218,110,3156,Census Tract 510
2020,25025051101,480,351,421,287,331,346,260,259,4731,Census Tract 511.01
2020,25025051200,185,54,188,42,89,0,10,262,2346,Census Tract 512
2020,25025060101,121,0,10,21,0,20,42,17,3256,Census Tract 601.01
2020,25025060200,66,0,7,30,34,35,56,27,1852,Census Tract 602
2020,25025060301,197,26,47,10,20,33,40,45,3611,Census Tract 603.01
2020,25025060400,217,66,12,23,55,42,0,0,4934,Census Tract 604
2020,25025060501,84,29,50,0,65,108,51,0,3948,Census Tract 605.01
2020,25025060601,119,1,28,23,39,0,0,26,1595,Census Tract 606.01
2020,25025060602,12,0,0,9,27,0,0,5,261,Census Tract 606.02
2020,25025060603,0,0,0,0,0,0,0,0,1021,Census Tract 606.03
2020,25025060604,9,4,31,8,9,0,0,53,1494,Census Tract 606.04
2020,25025060700,592,215,203,206,300,269,0,39,630,Census Tract 607
2020,25025060800,120,19,40,107,0,11,22,42,3690,Census Tract 608
2020,25025061000,305,172,254,265,212,92,24,259,1641,Census Tract 610
2020,25025061101,585,307,173,194,100,193,61,15,671,Census Tract 611.01
2020,25025061201,66,21,341,36,18,10,43,50,1127,Census Tract 612.01
2020,25025061202,0,0,0,0,0,0,0,0,0,Census Tract 612.02
2020,25025061203,72,18,38,16,16,16,0,0,1729,Census Tract 612.03
2020,25025061204,0,0,0,0,0,7,0,0,1116,Census Tract 612.04
2020,25025070102,411,18,195,73,10,43,0,0,1224,Census Tract 701.02
2020,25025070103,0,0,32,154,0,0,0,0,373,Census Tract 701.03
2020,25025070104,339,32,14,7,18,83,0,0,1711,Census Tract 701.04
2020,25025070201,159,25,247,132,17,11,51,146,829,Census Tract 702.01
2020,25025070202,658,192,346,250,190,41,215,82,1641,Census Tract 702.02
2020,25025070301,229,87,0,9,17,0,0,0,2423,Census Tract 703.01
2020,25025070302,129,105,140,0,0,0,0,0,1677,Census Tract 703.02
2020,25025070402,339,173,312,112,155,81,29,27,1478,Census Tract 704.02
2020,25025070501,131,11,7,17,79,63,0,90,1387,Census Tract 705.01
2020,25025070502,447,525,1236,84,483,35,0,0,1489,Census Tract 705.02
2020,25025070600,55,11,54,27,23,44,1,0,2305,Census Tract 706
2020,25025070700,101,20,90,171,89,102,16,0,2020,Census Tract 707
2020,25025070801,264,58,0,0,106,0,0,7,585,Census Tract 708.01
2020,25025070802,193,195,104,102,22,54,0,24,1864,Census Tract 708.02
2020,25025070901,48,58,66,226,44,57,17,0,828,Census Tract 709.01
2020,25025070902,115,46,71,16,65,4,0,0,1485,Census Tract 709.02
2020,25025071101,376,167,172,84,31,243,13,22,2889,Census Tract 711.01
2020,25025071201,843,132,230,743,149,8,27,146,1725,Census Tract 712.01
2020,25025080100,387,57,104,30,147,205,59,48,994,Census Tract 801
2020,25025080300,359,176,97,149,57,19,31,29,1271,Census Tract 803
2020,25025080401,600,602,183,183,81,20,92,0,1128,Census Tract 804.01
2020,25025080500,572,118,320,249,197,173,0,113,1713,Census Tract 805
2020,25025080601,405,422,96,67,98,126,7,11,679,Census Tract 806.01
2020,25025080801,683,298,585,125,228,68,62,0,1057,Census Tract 808.01
2020,25025080900,699,126,219,120,100,127,24,41,1962,Census Tract 809
2020,25025081001,1237,185,646,658,119,124,185,62,1898,Census Tract 810.01
2020,25025081101,143,7,6,45,0,9,9,0,841,Census Tract 811.01
2020,25025081102,607,165,181,94,75,170,19,0,1465,Census Tract 811.02
2020,25025081200,871,295,325,247,194,52,62,42,1909,Census Tract 812
2020,25025081301,265,45,258,65,54,119,24,678,890,Census Tract 813.01
2020,25025081302,695,284,133,281,431,27,151,48,251,Census Tract 813.02
2020,25025081400,296,158,165,179,59,129,58,68,1885,Census Tract 814
2020,25025081500,540,216,274,181,31,269,61,74,1274,Census Tract 815
2020,25025081700,437,332,313,450,241,378,140,105,1807,Census Tract 817
2020,25025081800,485,102,297,187,323,196,20,11,1396,Census Tract 818
2020,25025081900,475,99,416,135,11,89,81,111,1971,Census Tract 819
2020,25025082000,279,326,342,28,183,116,65,26,2343,Census Tract 820
2020,25025082100,431,402,286,898,166,456,50,236,2495,Census Tract 821
2020,25025090100,610,360,553,225,334,372,167,186,2483,Census Tract 901
2020,25025090200,390,287,621,29,289,30,0,61,704,Census Tract 902
2020,25025090300,373,296,178,85,135,233,107,367,1297,Census Tract 903
2020,25025090400,329,229,444,250,324,182,81,197,2379,Census Tract 904
2020,25025090600,215,94,206,141,104,280,12,209,1340,Census Tract 906
2020,25025090700,84,302,185,183,78,33,18,25,3150,Census Tract 907
2020,25025090901,1105,294,190,132,196,135,0,78,1089,Census Tract 909.01
2020,25025091001,65,28,23,66,305,64,8,5,2208,Census Tract 910.01
2020,25025091100,286,117,78,50,226,29,84,56,4005,Census Tract 911
2020,25025091200,344,174,225,80,12,144,0,0,2206,Census Tract 912
2020,25025091300,305,204,127,300,204,287,88,49,1195,Census Tract 913
2020,25025091400,268,248,119,219,346,224,58,70,1775,Census Tract 914
2020,25025091500,900,108,313,626,109,2,95,0,2599,Census Tract 915
2020,25025091600,11,433,142,233,142,283,0,9,1584,Census Tract 916
2020,25025091700,244,192,256,180,230,339,29,143,1886,Census Tract 917
2020,25025091800,659,187,250,221,147,179,32,155,1733,Census Tract 918
2020,25025091900,703,156,226,196,395,186,15,75,2542,Census Tract 919
2020,25025092000,474,210,361,261,118,13,182,243,4035,Census Tract 920
2020,25025092101,265,420,430,491,194,764,33,17,4298,Census Tract 921.01
2020,25025092200,152,43,93,5,112,84,91,47,2785,Census Tract 922
2020,25025092300,158,199,103,313,44,107,53,65,2483,Census Tract 923
2020,25025092400,461,880,946,219,191,395,0,267,3030,Census Tract 924
2020,25025100100,689,456,577,650,291,857,274,135,2986,Census Tract 1001
2020,25025100200,314,205,226,271,136,208,39,102,2243,Census Tract 1002
2020,25025100300,565,59,112,38,261,445,63,60,2627,Census Tract 1003
2020,25025100400,906,481,332,44,48,50,42,240,3574,Census Tract 1004
2020,25025100500,1121,322,455,199,523,55,0,215,3837,Census Tract 1005
2020,25025100601,353,65,161,69,299,410,233,28,4445,Census Tract 1006.01
2020,25025100603,61,30,3,7,0,35,18,64,1833,Census Tract 1006.03
2020,25025100700,66,185,85,185,10,197,0,0,4015,Census Tract 1007
2020,25025100800,307,195,121,291,144,34,0,22,5155,Census Tract 1008
2020,25025100900,143,25,143,89,350,47,50,0,3823,Census Tract 1009
2020,25025101001,412,146,327,463,527,348,53,293,4136,Census Tract 1010.01
2020,25025101002,206,545,665,227,370,196,39,46,3744,Census Tract 1010.02
2020,25025101101,367,124,19,147,201,385,27,193,2278,Census Tract 1011.01
2020,25025101102,537,146,513,208,272,211,9,116,3368,Census Tract 1011.02
2020,25025110104,137,13,12,129,233,200,674,115,665,Census Tract 1101.04
2020,25025110105,228,0,18,0,0,0,34,26,2628,Census Tract 1101.05
2020,25025110106,71,18,35,0,39,0,0,35,1653,Census Tract 1101.06
2020,25025110201,120,88,127,184,157,88,0,68,1862,Census Tract 1102.01
2020,25025110301,103,26,99,7,73,89,0,0,2329,Census Tract 1103.01
2020,25025110401,258,323,194,221,92,179,0,118,2772,Census Tract 1104.01
2020,25025110403,77,98,146,110,117,112,16,75,4260,Census Tract 1104.03
2020,25025110501,201,0,42,85,51,38,0,24,3112,Census Tract 1105.01
2020,25025110502,19,14,202,215,6,331,44,32,3785,Census Tract 1105.02
2020,25025110601,40,44,17,47,7,9,6,7,2848,Census Tract 1106.01
2020,25025110607,22,37,23,19,118,16,0,0,4814,Census Tract 1106.07
2020,25025120103,0,0,16,0,16,23,11,15,1703,Census Tract 1201.03
2020,25025120104,143,9,29,32,35,19,67,11,2084,Census Tract 1201.04
2020,25025120105,108,23,64,10,3,79,6,24,1864,Census Tract 1201.05
2020,25025120201,392,48,85,351,122,77,30,61,3039,Census Tract 1202.01
2020,25025120301,310,102,334,92,74,134,30,45,3834,Census Tract 1203.01
2020,25025120400,131,33,193,68,171,135,28,45,5476,Census Tract 1204
2020,25025120500,289,98,91,37,117,65,27,43,2081,Census Tract 1205
2020,25025120600,25,4,35,0,103,55,19,11,2420,Census Tract 1206
2020,25025120700,58,40,25,15,17,82,4,9,1989,Census Tract 1207
2020,25025130101,203,28,0,29,58,146,74,152,6001,Census Tract 1301.01
2020,25025130200,169,94,73,38,48,0,30,67,4295,Census Tract 1302
2020,25025130300,29,35,32,178,9,84,0,6,4073,Census Tract 1303
2020,25025130402,63,27,100,89,211,130,298,0,4728,Census Tract 1304.02
2020,25025130404,127,31,91,148,66,65,31,9,2353,Census Tract 1304.04
2020,25025130406,154,162,719,447,272,427,0,48,3805,Census Tract 1304.06
2020,25025140102,104,208,101,48,63,214,181,61,4837,Census Tract 1401.02
2020,25025140105,342,22,1,118,94,39,19,92,3043,Census Tract 1401.05
2020,25025140106,268,171,101,169,105,53,0,24,1438,Census Tract 1401.06
2020,25025140107,126,47,123,29,83,14,276,19,2419,Census Tract 1401.07
2020,25025140201,106,50,49,11,122,50,5,135,2275,Census Tract 1402.01
2020,25025140202,353,122,225,167,316,149,17,172,4891,Census Tract 1402.02
2020,25025140300,290,890,60,300,158,128,470,66,5099,Census Tract 1403
2020,25025140400,888,321,271,410,75,390,0,467,6698,Census Tract 1404
2020,25025980101,173,71,85,15,18,54,0,0,12,Census Tract 9801.01
2020,25025980300,75,70,15,0,6,15,0,0,15,Census Tract 9803
2020,25025980700,0,0,0,0,0,0,0,0,0,Census Tract 9807
2020,25025980900,0,0,0,0,0,0,0,0,0,Census Tract 9809
2020,25025981000,0,0,0,0,0,0,0,0,0,Census Tract 9810
2020,25025981100,0,0,0,0,0,0,0,0,5,Census Tract 9811
2020,25025981201,0,0,0,0,0,0,0,0,0,Census Tract 9812.01
2020,25025981202,0,0,0,0,0,0,0,0,0,Census Tract 9812.02
2020,25025981300,0,0,0,0,0,0,0,0,5,Census Tract 9813
2020,25025981501,0,0,0,0,0,0,0,0,0,Census Tract 9815.01
2020,25025981502,0,0,0,0,0,0,0,0,0,Census Tract 9815.02
2020,25025981600,0,0,0,0,0,0,0,0,0,Census Tract 9816
2020,25025981700,0,0,0,0,0,0,0,0,0,Census Tract 9817
2020,25025981800,0,0,0,0,0,0,0,0,33,Census Tract 9818
2020,25025981900,0,0,0,0,0,0,0,0,0,Census Tract 9819
2020,25025990101,0,0,0,0,0,0,0,0,0,Census Tract 9901.01
2020,25025999999,0,0,0,0,0,0,0,0,0,Census Tract 9999.99
