"YEAR","ESTAB","num_sml_sbus","num_sml_bbus","vol_sml_sbus","vol_sml_bbus","GEOID","NAME"
2005,584,139,133,3761786.99436764,5717616.4874552,"Zip Code 02215","Zip Code 02215"
2006,599,174,311,5328417.65873016,10778793.6507937,"Zip Code 02215","Zip Code 02215"
2007,579,208,360,5539132.17559093,11839312.5904486,"Zip Code 02215","Zip Code 02215"
2008,582,119,327,5104916.39572689,8515897.81699954,"Zip Code 02215","Zip Code 02215"
2009,593,50,127,3280423.31002331,6040945.92074592,"Zip Code 02215","Zip Code 02215"
2010,587,46,126,2916263.64053187,3088045.39202201,"Zip Code 02215","Zip Code 02215"
2011,578,55,126,2186465.09559804,2427236.54957759,"Zip Code 02215","Zip Code 02215"
2012,584,89,131,4126611.06271777,3471350.6097561,"Zip Code 02215","Zip Code 02215"
2013,575,129,119,4575164.80686695,5527381.97424893,"Zip Code 02215","Zip Code 02215"
2014,574,130,123,9316441.9095902,3864332.48838192,"Zip Code 02215","Zip Code 02215"
2015,531,142,119,7783102.9535865,3960712.65822785,"Zip Code 02215","Zip Code 02215"
2016,580,130,142,4079506.25,6084501.25,"Zip Code 02215","Zip Code 02215"
2017,570,142,175,4998948.18441452,11155082.4153407,"Zip Code 02215","Zip Code 02215"
2018,563,150,206,5645344.88251693,10854728.7933094,"Zip Code 02215","Zip Code 02215"
2019,545,153,196,2269941.72858819,7060514.66562378,"Zip Code 02215","Zip Code 02215"
2020,565,120,225,7694119.39721793,23906849.3044822,"Zip Code 02215","Zip Code 02215"
2021,546,173,237,5538618.4501845,20258944.2804428,"Zip Code 02215","Zip Code 02215"
2022,546,133,166,2074000,8103000,"Zip Code 02215","Zip Code 02215"
1998,4475,550,759,55050944.1717791,146615764.417178,"Zip Codes 02108-10","Zip Codes 02108-10"
1999,4420,623,557,61180624.84994,115727184.87395,"Zip Codes 02108-10","Zip Codes 02108-10"
2000,4501,700,1127,56104232.8687573,164517117.305459,"Zip Codes 02108-10","Zip Codes 02108-10"
2001,4380,1022,1620,53112406.5499718,277321267.645398,"Zip Codes 02108-10","Zip Codes 02108-10"
2002,4318,791,1680,66302488.6047804,146857628.682601,"Zip Codes 02108-10","Zip Codes 02108-10"
2003,4208,872,1803,57195807.0652174,121384598.913043,"Zip Codes 02108-10","Zip Codes 02108-10"
2004,4254,802,1924,56733286.3949179,161377022.763367,"Zip Codes 02108-10","Zip Codes 02108-10"
2005,4154,918,1217,43202100.3584229,117598557.091654,"Zip Codes 02108-10","Zip Codes 02108-10"
2006,4193,1099,3494,56669972.2222222,172010614.087302,"Zip Codes 02108-10","Zip Codes 02108-10"
2007,4155,1117,3422,47785075.2532561,181483883.743367,"Zip Codes 02108-10","Zip Codes 02108-10"
2008,4141,621,2924,31369065.4900139,168542451.463075,"Zip Codes 02108-10","Zip Codes 02108-10"
2009,4052,251,1551,28085554.3123543,148933128.671329,"Zip Codes 02108-10","Zip Codes 02108-10"
2010,4047,294,1292,23301926.1806511,85198380.5593764,"Zip Codes 02108-10","Zip Codes 02108-10"
2011,4090,630,1353,27134292.1298355,111918380.613606,"Zip Codes 02108-10","Zip Codes 02108-10"
2012,4154,800,1317,45887354.0940767,104914337.543554,"Zip Codes 02108-10","Zip Codes 02108-10"
2013,4238,799,1195,29047648.4978541,114572578.540773,"Zip Codes 02108-10","Zip Codes 02108-10"
2014,4311,929,1311,37278133.5023236,115671528.094635,"Zip Codes 02108-10","Zip Codes 02108-10"
2015,4393,1017,1465,38272068.7763713,126455045.147679,"Zip Codes 02108-10","Zip Codes 02108-10"
2016,4413,1021,1669,42052452.9166667,142274152.5,"Zip Codes 02108-10","Zip Codes 02108-10"
2017,4424,1118,1769,43258934.3125255,139896508.363933,"Zip Codes 02108-10","Zip Codes 02108-10"
2018,4484,866,1921,30195542.8116288,133737439.267224,"Zip Codes 02108-10","Zip Codes 02108-10"
2019,4454,939,2044,30379215.0958154,134192132.577239,"Zip Codes 02108-10","Zip Codes 02108-10"
2020,4438,1182,2917,71425359.7372488,433141712.51932,"Zip Codes 02108-10","Zip Codes 02108-10"
2021,4362,1223,2349,48578479.3357934,272784519.188192,"Zip Codes 02108-10","Zip Codes 02108-10"
2022,4347,826,1914,18967000,116522000,"Zip Codes 02108-10","Zip Codes 02108-10"
