"YEAR","GEOID","NAME","num_sml_sbus","num_sml_bbus","vol_sml_sbus","vol_sml_bbus"
1999,"Charlestown","Charlestown",71,66,8208250,7554682
1999,"Chinatown","Chinatown",183,163,13745128,36215316
1999,"Dorchester","Dorchester",223,364,15034540,18744396
1999,"Downtown","Downtown",377,337,36642413,69217206
1999,"East Boston","East Boston",122,145,6029690,7240196
1999,"Fenway","Fenway",96,77,8647475,3993440
1999,"Hyde Park","Hyde Park",79,105,3423851,5884574
1999,"Jamaica Plain","Jamaica Plain",156,133,10674512,7220706
1999,"Longwood","Longwood",3,10,638984,568517
1999,"Mattapan","Mattapan",54,49,5069698,1293080
1999,"Mission Hill","Mission Hill",33,49,2286184,4939349
