"YEAR","GEOID","NAME","num_sml_sbus","num_sml_bbus","vol_sml_sbus","vol_sml_bbus"
2017,"Brighton","Brighton",432,339,11170537,11573243
2017,"Charlestown","Charlestown",235,295,6824890,15420788
2017,"Chinatown","Chinatown",201,301,7769230,21606255
2017,"Dorchester","Dorchester",694,656,22055799,24093115
2017,"Downtown","Downtown",828,1292,30824946,100308687
2017,"East Boston","East Boston",271,257,10214048,7192706
2017,"Fenway","Fenway",202,245,6540669,12615596
2017,"Hyde Park","Hyde Park",221,257,6625457,8453787
2017,"Jamaica Plain","Jamaica Plain",315,293,8452947,8642163
2017,"Longwood","Longwood",8,18,160024,681892
2017,"Mattapan","Mattapan",123,102,5654568,4887887
2017,"Mission Hill","Mission Hill",75,69,4595270,1406667
2017,"North End","North End",247,357,15130782,26941699
2017,"Roslindale","Roslindale",220,189,4423446,5649197
2017,"Roxbury","Roxbury",307,353,16532520,18687343
2017,"South Boston","South Boston",434,574,16966403,28085445
2017,"South Boston Waterfront","South Boston Waterfront",75,136,2259126,12238130
2017,"South End","South End",559,504,14767208,20459754
2017,"West End","West End",104,156,2203311,10654710
2017,"West Roxbury","West Roxbury",313,232,8828768,13474232
2018,"Allston","Allston",278,365,5126979,13964554
2018,"Back Bay","Back Bay",476,896,18191463,46288796
2018,"Beacon Hill","Beacon Hill",124,190,3909661,6497450
2018,"Brighton","Brighton",380,461,12348761,12933306
2018,"Charlestown","Charlestown",202,323,3438730,12507650
2018,"Chinatown","Chinatown",158,347,4951261,23240440
2018,"Dorchester","Dorchester",615,782,15670116,27343146
2018,"Downtown","Downtown",642,1425,21750695,97862157
2018,"East Boston","East Boston",239,299,6896110,8925543
2018,"Fenway","Fenway",207,303,6535918,13646511
2018,"Hyde Park","Hyde Park",204,305,3952791,12530964
2018,"Jamaica Plain","Jamaica Plain",315,369,7746398,9910358
2018,"Longwood","Longwood",5,15,298412,581670
2018,"Mattapan","Mattapan",85,133,3352470,5366750
2018,"Mission Hill","Mission Hill",79,76,2102031,3070771
2018,"North End","North End",205,385,9390717,23514055
2018,"Roslindale","Roslindale",179,226,5575619,4092694
2018,"Roxbury","Roxbury",236,356,6647370,14536937
2018,"South Boston","South Boston",340,718,13006997,30250605
2018,"South Boston Waterfront","South Boston Waterfront",71,150,2398512,12238106
2018,"South End","South End",430,648,9513605,27906073
2018,"West End","West End",118,218,3976104,11368790
2018,"West Roxbury","West Roxbury",289,290,8458109,8174851
2019,"Allston","Allston",302,346,4937354,13183280
2019,"Back Bay","Back Bay",500,864,15503828,50234052
2019,"Beacon Hill","Beacon Hill",133,178,5944431,4317812
2019,"Brighton","Brighton",436,447,9996413,15372427
2019,"Charlestown","Charlestown",241,311,5427027,10794529
2019,"Chinatown","Chinatown",191,354,5797596,21107818
2019,"Dorchester","Dorchester",731,897,15531301,28042881
2019,"Downtown","Downtown",707,1499,22807676,95927106
2019,"East Boston","East Boston",271,346,9133568,12802334
2019,"Fenway","Fenway",240,271,3454707,10198140
2019,"Hyde Park","Hyde Park",221,325,8688279,16989650
2019,"Jamaica Plain","Jamaica Plain",360,344,9364573,11491346
2019,"Longwood","Longwood",8,28,89287,2134867
2019,"Mattapan","Mattapan",131,127,5114523,3548573
2019,"Mission Hill","Mission Hill",65,86,935031,2985881
2019,"North End","North End",223,445,8413209,29413521
2019,"Roslindale","Roslindale",219,223,4326626,5274707
2019,"Roxbury","Roxbury",319,398,8969551,17472790
2019,"South Boston","South Boston",394,683,10172018,32449838
2019,"South Boston Waterfront","South Boston Waterfront",63,164,1871379,13980372
2019,"South End","South End",454,657,9269725,24497544
2019,"West End","West End",140,222,5019513,13219005
2019,"West Roxbury","West Roxbury",348,301,7092566,9172488
2020,"Allston","Allston",311,475,9829941,36780955
2020,"Back Bay","Back Bay",602,1309,30244913,141760447
2020,"Beacon Hill","Beacon Hill",124,263,3120399,14398624
2020,"Brighton","Brighton",407,587,13258072,37478662
2020,"Charlestown","Charlestown",214,430,8961958,39852666
2020,"Chinatown","Chinatown",211,521,12230490,77088092
2020,"Dorchester","Dorchester",791,1162,25873639,67918162
2020,"Downtown","Downtown",873,2157,53198512,319401750
2020,"East Boston","East Boston",300,465,11603949,27734117
2020,"Fenway","Fenway",189,315,11850504,29923712
2020,"Hyde Park","Hyde Park",217,413,5515834,31668828
2020,"Jamaica Plain","Jamaica Plain",340,539,10046864,27207190
2020,"Longwood","Longwood",10,10,433169,1757557
2020,"Mattapan","Mattapan",100,183,2485914,8687128
2020,"Mission Hill","Mission Hill",89,103,3788107,4124574
2020,"North End","North End",281,601,18405572,73241659
2020,"Roslindale","Roslindale",211,319,7016187,11521332
2020,"Roxbury","Roxbury",276,538,11672540,49544465
2020,"South Boston","South Boston",381,963,18523063,91795782
2020,"South Boston Waterfront","South Boston Waterfront",88,243,5156458,39946360
2020,"South End","South End",530,926,20571720,95304797
2020,"West End","West End",140,327,7647749,41030022
2020,"West Roxbury","West Roxbury",344,431,9115773,23966791
2021,"Allston","Allston",340,446,8466695,25034246
2021,"Back Bay","Back Bay",651,1073,20747137,93291373
2021,"Beacon Hill","Beacon Hill",174,243,3274784,14400624
2021,"Brighton","Brighton",436,560,10660333,27503784
2021,"Charlestown","Charlestown",283,409,6456681,25345012
2021,"Chinatown","Chinatown",220,405,7643227,47397996
2021,"Dorchester","Dorchester",1115,1323,20912389,55246855
2021,"Downtown","Downtown",906,1720,34073346,199228334
2021,"East Boston","East Boston",377,478,8567145,18310491
2021,"Fenway","Fenway",234,332,6994558,26500690
2021,"Hyde Park","Hyde Park",374,468,7631801,21958981
2021,"Jamaica Plain","Jamaica Plain",472,489,15441292,20011183
2021,"Longwood","Longwood",6,9,30242,1297169
2021,"Mattapan","Mattapan",192,253,2824393,11373177
2021,"Mission Hill","Mission Hill",109,119,2363269,4419953
2021,"North End","North End",318,545,12674864,59120961
2021,"Roslindale","Roslindale",302,297,5331387,9876701
2021,"Roxbury","Roxbury",397,557,7596238,30460545
2021,"South Boston","South Boston",498,820,16182605,56934533
2021,"South Boston Waterfront","South Boston Waterfront",102,214,2532914,25826124
2021,"South End","South End",628,843,17425065,72454995
2021,"West End","West End",149,282,4184206,28549591
2021,"West Roxbury","West Roxbury",433,403,12357124,20828144
2022,"Allston","Allston",257,307,5739000,8566000
2022,"Back Bay","Back Bay",601,915,17071000,50212000
2022,"Beacon Hill","Beacon Hill",159,168,3527000,4657000
2022,"Brighton","Brighton",405,452,6817000,13408000
2022,"Charlestown","Charlestown",244,329,6375000,13079000
2022,"Chinatown","Chinatown",79,125,1070000,4547000
2022,"Dorchester","Dorchester",1023,911,19812000,22825000
2022,"Downtown","Downtown",791,1868,18670000,116087000
2022,"East Boston","East Boston",404,396,5680000,10539000
2022,"Fenway","Fenway",187,216,2880000,8971000
2022,"Hyde Park","Hyde Park",378,312,6864000,10415000
2022,"Jamaica Plain","Jamaica Plain",439,370,9309000,9358000
2022,"Longwood","Longwood",8,10,49000,362000
2022,"Mattapan","Mattapan",198,154,3837000,1925000
2022,"Mission Hill","Mission Hill",80,80,1265000,2351000
2022,"North End","North End",166,262,2606000,6296000
2022,"Roslindale","Roslindale",278,245,7889000,5141000
2022,"Roxbury","Roxbury",377,414,8538000,14300000
2022,"South Boston","South Boston",350,458,9807000,13661000
2022,"South Boston Waterfront","South Boston Waterfront",153,370,2968000,25747000
2022,"South End","South End",469,651,10291000,27659000
2022,"West End","West End",144,227,1668000,13201000
2022,"West Roxbury","West Roxbury",352,289,7549000,9869000
