GEOID,YEAR,NAME,vol_sml_sbus,vol_sml_bbus
25025081001,2021,Census Tract 810.01,657000,1534000
25025081200,2021,Census Tract 812,467000,303000
25025081300,2021,Census Tract 813,708000,1267000
25025090200,2021,Census Tract 902,279000,1003000
25025000602,2021,Census Tract 6.02,1060000,4.00E+05
25025010300,2021,Census Tract 103,28000,1201000
25025050300,2021,Census Tract 503,332000,2331000
25025070200,2021,Census Tract 702,2962000,9642000
25025080100,2021,Census Tract 801,820000,10975000
25025080300,2021,Census Tract 803,311000,1486000
25025080801,2021,Census Tract 808.01,142000,520000
25025081400,2021,Census Tract 814,678000,1146000
25025081700,2021,Census Tract 817,232000,326000
25025081800,2021,Census Tract 818,792000,839000
25025081900,2021,Census Tract 819,72000,909000
25025090100,2021,Census Tract 901,139000,601000
25025090300,2021,Census Tract 903,275000,609000
25025090901,2021,Census Tract 909.01,124000,539000
25025100100,2021,Census Tract 1001,544000,1853000
25025010405,2021,Census Tract 104.05,676000,560000
25025040200,2021,Census Tract 402,1.00E+05,1302000
25025050500,2021,Census Tract 505,85000,289000
25025050700,2021,Census Tract 507,368000,824000
25025071201,2021,Census Tract 712.01,2347000,12678000
25025080401,2021,Census Tract 804.01,451000,2394000
25025081500,2021,Census Tract 815,318000,241000
25025090400,2021,Census Tract 904,298000,607000
25025090600,2021,Census Tract 906,630000,3048000
25025091300,2021,Census Tract 913,174000,1022000
25025091600,2021,Census Tract 916,1084000,1245000
25025091700,2021,Census Tract 917,625000,311000
25025092000,2021,Census Tract 920,370000,1329000
25025092300,2021,Census Tract 923,821000,1136000
25025092400,2021,Census Tract 924,247000,663000
25025100200,2021,Census Tract 1002,1247000,274000
25025101002,2021,Census Tract 1010.02,618000,3183000
25025101102,2021,Census Tract 1011.02,234000,955000
25025000100,2021,Census Tract 1,3319000,14018000
25025000202,2021,Census Tract 2.02,1334000,1685000
25025000701,2021,Census Tract 7.01,330000,659000
25025000802,2021,Census Tract 8.02,3139000,9890000
25025010500,2021,Census Tract 105,2074000,6364000
25025030400,2021,Census Tract 304,1920000,15216000
25025040801,2021,Census Tract 408.01,1169000,7153000
25025050101,2021,Census Tract 501.01,155000,326000
25025050200,2021,Census Tract 502,404000,1165000
25025050400,2021,Census Tract 504,427000,787000
25025050600,2021,Census Tract 506,1546000,1510000
25025081100,2021,Census Tract 811,553000,1043000
25025082000,2021,Census Tract 820,452000,1459000
25025090700,2021,Census Tract 907,1137000,4523000
25025091400,2021,Census Tract 914,211000,310000
25025091500,2021,Census Tract 915,465000,209000
25025091800,2021,Census Tract 918,164000,860000
25025091900,2021,Census Tract 919,239000,438000
25025092101,2021,Census Tract 921.01,2432000,7388000
25025100300,2021,Census Tract 1003,516000,757000
25025130406,2021,Census Tract 1304.06,1771000,652000
25025000401,2021,Census Tract 4.01,342000,1206000
25025000601,2021,Census Tract 6.01,885000,3271000
25025000704,2021,Census Tract 7.04,1166000,3201000
25025010404,2021,Census Tract 104.04,374000,930000
25025010408,2021,Census Tract 104.08,547000,69000
25025050901,2021,Census Tract 509.01,755000,3691000
25025051101,2021,Census Tract 511.01,2249000,1863000
25025060800,2021,Census Tract 608,1536000,3731000
25025091100,2021,Census Tract 911,1190000,2916000
25025091200,2021,Census Tract 912,269000,278000
25025100500,2021,Census Tract 1005,1392000,711000
25025100601,2021,Census Tract 1006.01,342000,1855000
25025100900,2021,Census Tract 1009,939000,2784000
25025101001,2021,Census Tract 1010.01,571000,2811000
25025101101,2021,Census Tract 1011.01,253000,797000
25025110201,2021,Census Tract 1102.01,134000,455000
25025110401,2021,Census Tract 1104.01,310000,1466000
25025140106,2021,Census Tract 1401.06,89000,97000
25025140300,2021,Census Tract 1403,2907000,5339000
25025000201,2021,Census Tract 2.01,821000,541000
25025000402,2021,Census Tract 4.02,668000,2650000
25025000503,2021,Census Tract 5.03,1138000,119000
25025000504,2021,Census Tract 5.04,783000,979000
25025000803,2021,Census Tract 8.03,289000,1353000
25025051200,2021,Census Tract 512,526000,1875000
25025110103,2021,Census Tract 1101.03,2049000,3121000
25025120500,2021,Census Tract 1205,216000,474000
25025000703,2021,Census Tract 7.03,1130000,2436000
25025010203,2021,Census Tract 102.03,1130000,9178000
25025010204,2021,Census Tract 102.04,1815000,2038000
25025030200,2021,Census Tract 302,367000,5107000
25025051000,2021,Census Tract 510,1085000,2292000
25025080900,2021,Census Tract 809,969000,1246000
25025091001,2021,Census Tract 910.01,768000,3827000
25025100400,2021,Census Tract 1004,875000,1251000
25025100603,2021,Census Tract 1006.03,1119000,6852000
25025110301,2021,Census Tract 1103.01,1036000,376000
25025110502,2021,Census Tract 1105.02,1416000,2405000
25025120201,2021,Census Tract 1202.01,2409000,1884000
25025140102,2021,Census Tract 1401.02,1265000,6599000
25025140105,2021,Census Tract 1401.05,530000,2523000
25025140400,2021,Census Tract 1404,1064000,2644000
25025000301,2021,Census Tract 3.01,492000,1894000
25025000302,2021,Census Tract 3.02,427000,1444000
25025092200,2021,Census Tract 922,692000,843000
25025100800,2021,Census Tract 1008,931000,1970000
25025120104,2021,Census Tract 1201.04,365000,391000
25025120301,2021,Census Tract 1203.01,1095000,2654000
25025130404,2021,Census Tract 1304.04,328000,1657000
25025140107,2021,Census Tract 1401.07,187000,190000
25025140201,2021,Census Tract 1402.01,429000,2268000
25025140202,2021,Census Tract 1402.02,684000,768000
25025000502,2021,Census Tract 5.02,386000,2897000
25025010104,2021,Census Tract 101.04,1227000,6757000
25025110403,2021,Census Tract 1104.03,214000,512000
25025110501,2021,Census Tract 1105.01,427000,895000
25025130402,2021,Census Tract 1304.02,4901000,5248000
25025060101,2021,Census Tract 601.01,213000,642000
25025060301,2021,Census Tract 603.01,3047000,1719000
25025060400,2021,Census Tract 604,1701000,1134000
25025060501,2021,Census Tract 605.01,2272000,5581000
25025070700,2021,Census Tract 707,829000,5781000
25025120400,2021,Census Tract 1204,3890000,3580000
25025120700,2021,Census Tract 1207,607000,332000
25025130100,2021,Census Tract 1301,1290000,4699000
25025130200,2021,Census Tract 1302,1253000,2272000
25025010103,2021,Census Tract 101.03,409000,715000
25025010403,2021,Census Tract 104.03,298000,4289000
25025010600,2021,Census Tract 106,3326000,19312000
25025010701,2021,Census Tract 107.01,3402000,20552000
25025010702,2021,Census Tract 107.02,8555000,35302000
25025010801,2021,Census Tract 108.01,638000,1933000
25025010802,2021,Census Tract 108.02,1214000,2912000
25025020101,2021,Census Tract 201.01,1746000,6962000
25025020200,2021,Census Tract 202,906000,4995000
25025020301,2021,Census Tract 203.01,550000,2259000
25025020302,2021,Census Tract 203.02,380000,1376000
25025020303,2021,Census Tract 203.03,3324000,24174000
25025030100,2021,Census Tract 301,133000,554000
25025030300,2021,Census Tract 303,19191000,90071000
25025030500,2021,Census Tract 305,3291000,5587000
25025040100,2021,Census Tract 401,749000,4337000
25025040300,2021,Census Tract 403,695000,806000
25025040401,2021,Census Tract 404.01,458000,1189000
25025040600,2021,Census Tract 406,2807000,8679000
25025060200,2021,Census Tract 602,359000,355000
25025060600,2021,Census Tract 606,3183000,42262000
25025061200,2021,Census Tract 612,4820000,20400000
25025070101,2021,Census Tract 701.01,22495000,156903000
25025070300,2021,Census Tract 703,5243000,25029000
25025070500,2021,Census Tract 705,2450000,7830000
25025070600,2021,Census Tract 706,2067000,3495000
25025070800,2021,Census Tract 708,1142000,3899000
25025100700,2021,Census Tract 1007,691000,5578000
25025110601,2021,Census Tract 1106.01,428000,541000
25025110607,2021,Census Tract 1106.07,522000,1738000
25025120103,2021,Census Tract 1201.03,2104000,4679000
25025120105,2021,Census Tract 1201.05,762000,883000
25025120600,2021,Census Tract 1206,688000,640000
25025130300,2021,Census Tract 1303,1470000,4215000
25025070900,2021,Census Tract 709,1482000,2199000
25025071101,2021,Census Tract 711.01,890000,2914000
