GEOID,NAME,YEAR,SUMMARY_VALUE,MOE
25025130200,Census Tract 1302,2014,103476,11264
25025100601,Census Tract 1006.01,2014,58426,9868
25025100700,Census Tract 1007,2014,71367,8014
25025101102,Census Tract 1011.02,2014,36000,10591
25025060600,Census Tract 606,2014,110109,26712
25025070900,Census Tract 709,2014,71000,24201
25025092400,Census Tract 924,2014,30360,9539
25025030100,Census Tract 301,2014,68350,12711
25025000602,Census Tract 6.02,2014,26165,7230
25025082100,Census Tract 821,2014,16599,4805
25025060200,Census Tract 602,2014,97305,18050
25025090400,Census Tract 904,2014,35125,8434
25025120500,Census Tract 1205,2014,65712,10999
25025101001,Census Tract 1010.01,2014,46733,13277
25025140300,Census Tract 1403,2014,50703,12693
25025180400,Census Tract 1804,2014,82361,35187
25025981000,Census Tract 9810,2014,NA,NA
25025981100,Census Tract 9811,2014,NA,NA
25025981201,Census Tract 9812.01,2014,NA,NA
25025981202,Census Tract 9812.02,2014,NA,NA
25025981300,Census Tract 9813,2014,NA,NA
25025981501,Census Tract 9815.01,2014,NA,NA
25025981502,Census Tract 9815.02,2014,NA,NA
25025010300,Census Tract 103,2016,40662,9702
25025050700,Census Tract 507,2016,55238,7727
25025080300,Census Tract 803,2016,31625,7098
25025080500,Census Tract 805,2016,23194,7142
25025081100,Census Tract 811,2016,41146,10061
25025091600,Census Tract 916,2016,37154,7514
25025100500,Census Tract 1005,2016,51938,13817
25025100900,Census Tract 1009,2016,63271,8936
25025110401,Census Tract 1104.01,2016,58864,10167
25025091800,Census Tract 918,2016,38371,6189
25025092000,Census Tract 920,2016,46576,8108
25025100100,Census Tract 1001,2016,28279,4973
25025100601,Census Tract 1006.01,2016,62583,8586
25025100700,Census Tract 1007,2016,71341,8851
25025101102,Census Tract 1011.02,2016,42949,5755
25025130200,Census Tract 1302,2016,103438,5193
25025060600,Census Tract 606,2016,122264,8902
25025070900,Census Tract 709,2016,47688,7517
25025092400,Census Tract 924,2016,29048,7200
25025030100,Census Tract 301,2016,86667,11364
25025000602,Census Tract 6.02,2016,25364,6533
25025082100,Census Tract 821,2016,18045,5958
25025060200,Census Tract 602,2016,110298,21883
25025090400,Census Tract 904,2016,31031,3103
25025120500,Census Tract 1205,2016,68413,8574
25025101001,Census Tract 1010.01,2016,40764,5806
25025981201,Census Tract 9812.01,2016,NA,NA
25025981000,Census Tract 9810,2016,NA,NA
25025981100,Census Tract 9811,2016,NA,NA
25025981202,Census Tract 9812.02,2016,NA,NA
25025981300,Census Tract 9813,2016,NA,NA
25025981501,Census Tract 9815.01,2016,NA,NA
25025981502,Census Tract 9815.02,2016,NA,NA
25025981600,Census Tract 9816,2016,NA,NA
25025981700,Census Tract 9817,2016,NA,NA
25025981800,Census Tract 9818,2016,NA,NA
25025990101,Census Tract 9901.01,2016,NA,NA
25025020200,Census Tract 202,2016,75287,13204
25025030300,Census Tract 303,2016,112639,25447
25025061000,Census Tract 610,2016,22133,6802
25025061200,Census Tract 612,2016,117378,21883
25025090100,Census Tract 901,2016,28362,7169
25025090200,Census Tract 902,2016,27045,8299
25025090700,Census Tract 907,2016,65273,17352
25025091200,Census Tract 912,2016,64280,23379
25025100300,Census Tract 1003,2016,50292,10627
25025101101,Census Tract 1011.01,2016,56903,6446
25025130300,Census Tract 1303,2016,114697,11021
25025140102,Census Tract 1401.02,2016,71250,9354
25025140300,Census Tract 1403,2016,54505,13853
25025180400,Census Tract 1804,2016,81250,27792
25025020303,Census Tract 203.03,2016,79010,20701
25025040401,Census Tract 404.01,2016,79750,40581
25025040801,Census Tract 408.01,2016,59704,11898
25025050101,Census Tract 501.01,2016,41023,5063
25025050901,Census Tract 509.01,2016,57386,9344
25025051101,Census Tract 511.01,2016,57454,12723
25025060101,Census Tract 601.01,2016,105606,18532
25025060301,Census Tract 603.01,2016,92898,21380
25025060501,Census Tract 605.01,2016,104970,8405
25025061101,Census Tract 611.01,2016,14500,1890
25025070101,Census Tract 701.01,2016,83750,33424
25025070402,Census Tract 704.02,2016,21480,3776
25025071101,Census Tract 711.01,2016,53173,27399
25025080401,Census Tract 804.01,2016,31042,13764
25025071201,Census Tract 712.01,2016,50280,15647
25025080601,Census Tract 806.01,2016,16250,4602
25025080801,Census Tract 808.01,2016,22450,6833
25025081001,Census Tract 810.01,2016,20902,3342
25025090901,Census Tract 909.01,2016,27578,9021
25025091001,Census Tract 910.01,2016,74215,15055
25025092101,Census Tract 921.01,2016,49559,3928
25025100603,Census Tract 1006.03,2016,81324,14947
25025110103,Census Tract 1101.03,2016,67027,16709
25025110201,Census Tract 1102.01,2016,44449,6964
25025110301,Census Tract 1103.01,2016,77500,14198
25025110403,Census Tract 1104.03,2016,77243,19267
25025120103,Census Tract 1201.03,2016,131484,16771
25025120105,Census Tract 1201.05,2016,137750,28883
25025120201,Census Tract 1202.01,2016,50366,5342
25025110607,Census Tract 1106.07,2016,105319,14434
25025120104,Census Tract 1201.04,2016,85321,7082
25025120301,Census Tract 1203.01,2016,68482,13797
25025130404,Census Tract 1304.04,2016,62208,24647
25025130406,Census Tract 1304.06,2016,46695,6987
25025140106,Census Tract 1401.06,2016,33185,5865
25025140107,Census Tract 1401.07,2016,65000,4609
25025080100,Census Tract 801,2016,30598,10440
25025120400,Census Tract 1204,2016,84007,8011
25025120700,Census Tract 1207,2016,85788,8041
25025140201,Census Tract 1402.01,2016,77832,3408
25025000402,Census Tract 4.02,2016,60214,5590
25025000601,Census Tract 6.01,2016,58750,5300
25025030200,Census Tract 302,2016,81607,14622
25025030500,Census Tract 305,2016,101910,7169
25025040200,Census Tract 402,2016,37750,11831
25025050200,Census Tract 502,2016,54652,8564
25025050300,Census Tract 503,2016,15893,3801
25025050600,Census Tract 506,2016,67222,13535
25025070300,Census Tract 703,2016,101884,24328
25025070500,Census Tract 705,2016,101583,34785
25025070800,Census Tract 708,2016,71667,46051
25025000503,Census Tract 5.03,2016,56522,7444
25025000504,Census Tract 5.04,2016,48676,15616
25025000703,Census Tract 7.03,2016,32002,2248
25025010104,Census Tract 101.04,2016,57500,14915
25025000704,Census Tract 7.04,2016,50577,12901
25025000803,Census Tract 8.03,2016,44286,21805
25025010103,Census Tract 101.03,2016,30717,7630
25025010204,Census Tract 102.04,2016,31196,6780
25025081800,Census Tract 818,2016,35084,8263
25025080900,Census Tract 809,2016,50988,7654
25025081400,Census Tract 814,2016,34107,10124
25025090300,Census Tract 903,2016,30794,6944
25025092300,Census Tract 923,2016,43729,6108
25025160400,Census Tract 1604,2016,44667,7019
25025160200,Census Tract 1602,2016,51250,5030
25025170400,Census Tract 1704,2016,44515,5693
25025000502,Census Tract 5.02,2016,51652,8455
25025040600,Census Tract 406,2016,123160,7125
25025051200,Census Tract 512,2016,63967,14794
25025060800,Census Tract 608,2016,101778,12304
25025070200,Census Tract 702,2016,21712,4636
25025082000,Census Tract 820,2016,36685,11250
25025070600,Census Tract 706,2016,129884,15693
25025081300,Census Tract 813,2016,18275,5460
25025081900,Census Tract 819,2016,20848,8524
25025091100,Census Tract 911,2016,67150,12677
25025100400,Census Tract 1004,2016,68448,20080
25025000302,Census Tract 3.02,2016,72526,22866
25025000701,Census Tract 7.01,2016,49600,11187
25025010500,Census Tract 105,2016,44333,9724
25025030400,Census Tract 304,2016,86512,13694
25025050500,Census Tract 505,2016,48125,6098
25025070700,Census Tract 707,2016,102000,33691
25025081200,Census Tract 812,2016,30819,11275
25025081700,Census Tract 817,2016,30563,8199
25025091900,Census Tract 919,2016,46397,16513
25025100200,Census Tract 1002,2016,37203,1842
25025101002,Census Tract 1010.02,2016,37588,13630
25025110502,Census Tract 1105.02,2016,80750,14920
25025110601,Census Tract 1106.01,2016,85735,30106
25025130402,Census Tract 1304.02,2016,66005,6289
25025140400,Census Tract 1404,2016,68042,13187
25025000201,Census Tract 2.01,2016,80932,9754
25025000100,Census Tract 1,2016,69818,9257
25025000202,Census Tract 2.02,2016,66875,10836
25025000301,Census Tract 3.01,2016,86773,10689
25025000802,Census Tract 8.02,2016,36000,17512
25025010600,Census Tract 106,2016,97988,21736
25025040100,Census Tract 401,2016,142688,19790
25025040300,Census Tract 403,2016,102171,11659
25025091400,Census Tract 914,2016,42647,9625
25025050400,Census Tract 504,2016,52572,3723
25025051000,Census Tract 510,2016,49241,7172
25025010404,Census Tract 104.04,2016,19595,12977
25025010405,Census Tract 104.05,2016,19395,5168
25025010203,Census Tract 102.03,2016,22306,12901
25025010408,Census Tract 104.08,2016,63036,5183
25025010701,Census Tract 107.01,2016,101117,13136
25025010403,Census Tract 104.03,2016,28351,15947
25025010702,Census Tract 107.02,2016,121553,13611
25025010801,Census Tract 108.01,2016,118590,11330
25025010802,Census Tract 108.02,2016,118125,14215
25025020101,Census Tract 201.01,2016,107019,21218
25025020301,Census Tract 203.01,2016,116193,25904
25025020302,Census Tract 203.02,2016,84777,21085
25025160101,Census Tract 1601.01,2016,61518,19290
25025160501,Census Tract 1605.01,2016,41117,9225
25025160502,Census Tract 1605.02,2016,46250,8376
25025160601,Census Tract 1606.01,2016,51915,7518
25025160602,Census Tract 1606.02,2016,52827,6450
25025170501,Census Tract 1705.01,2016,45257,8714
25025140105,Census Tract 1401.05,2016,76285,14620
25025170502,Census Tract 1705.02,2016,51905,8903
25025170601,Census Tract 1706.01,2016,63103,9035
25025170701,Census Tract 1707.01,2016,41635,4378
25025170702,Census Tract 1707.02,2016,51073,16896
25025180101,Census Tract 1801.01,2016,44179,15936
25025180301,Census Tract 1803.01,2016,82159,18732
25025980101,Census Tract 9801.01,2016,NA,NA
25025980300,Census Tract 9803,2016,NA,NA
25025081500,Census Tract 815,2016,33967,7640
25025980700,Census Tract 9807,2016,NA,NA
25025060400,Census Tract 604,2016,100112,10769
25025060700,Census Tract 607,2016,19907,4688
25025090600,Census Tract 906,2016,40950,7093
25025091500,Census Tract 915,2016,48678,6516
25025170200,Census Tract 1702,2016,49348,11549
25025170800,Census Tract 1708,2016,50745,8692
25025120600,Census Tract 1206,2016,99911,14623
25025130100,Census Tract 1301,2016,81563,13475
25025140202,Census Tract 1402.02,2016,67359,8170
25025160300,Census Tract 1603,2016,57478,6988
25025170100,Census Tract 1701,2016,53351,7642
25025170300,Census Tract 1703,2016,67321,20234
25025180200,Census Tract 1802,2016,69318,16253
25025110501,Census Tract 1105.01,2016,78333,17062
25025180500,Census Tract 1805,2016,62172,8665
25025092200,Census Tract 922,2016,67042,13555
25025091300,Census Tract 913,2016,35938,10714
25025091700,Census Tract 917,2016,40078,6093
25025100800,Census Tract 1008,2016,73868,8539
25025000401,Census Tract 4.01,2016,47619,15934
25025020200,Census Tract 202,2018,88026,16488
25025030300,Census Tract 303,2018,120238,34896
25025061000,Census Tract 610,2018,38950,16785
25025061200,Census Tract 612,2018,130625,13854
25025090100,Census Tract 901,2018,32702,3497
25025090200,Census Tract 902,2018,30500,7786
25025090700,Census Tract 907,2018,70575,10101
25025091200,Census Tract 912,2018,90268,33380
25025100300,Census Tract 1003,2018,51736,19837
25025101101,Census Tract 1011.01,2018,53523,10134
25025130300,Census Tract 1303,2018,118036,14590
25025140102,Census Tract 1401.02,2018,83710,10676
25025140300,Census Tract 1403,2018,45781,25703
25025180400,Census Tract 1804,2018,81667,15999
25025981600,Census Tract 9816,2018,NA,NA
25025981700,Census Tract 9817,2018,NA,NA
25025981800,Census Tract 9818,2018,NA,NA
25025990101,Census Tract 9901.01,2018,NA,NA
25025091400,Census Tract 914,2018,45524,9433
25025060301,Census Tract 603.01,2018,107396,25203
25025050901,Census Tract 509.01,2018,56156,12306
25025051101,Census Tract 511.01,2018,57534,9995
25025060101,Census Tract 601.01,2018,119107,14606
25025060501,Census Tract 605.01,2018,132750,21851
25025061101,Census Tract 611.01,2018,12759,2688
25025070101,Census Tract 701.01,2018,84083,29464
25025070402,Census Tract 704.02,2018,28851,7215
25025071101,Census Tract 711.01,2018,52676,19924
25025080401,Census Tract 804.01,2018,19194,8008
25025071201,Census Tract 712.01,2018,53649,16565
25025080601,Census Tract 806.01,2018,15703,8532
25025080801,Census Tract 808.01,2018,21274,10193
25025081001,Census Tract 810.01,2018,22072,6197
25025090901,Census Tract 909.01,2018,24487,7011
25025091001,Census Tract 910.01,2018,97176,16915
25025092101,Census Tract 921.01,2018,56882,9045
25025100603,Census Tract 1006.03,2018,89375,14315
25025110103,Census Tract 1101.03,2018,83080,18632
25025110201,Census Tract 1102.01,2018,42260,13995
25025110301,Census Tract 1103.01,2018,74087,7434
25025110403,Census Tract 1104.03,2018,85227,21144
25025120103,Census Tract 1201.03,2018,143250,24578
25025120105,Census Tract 1201.05,2018,158542,12742
25025120201,Census Tract 1202.01,2018,71743,11603
25025110607,Census Tract 1106.07,2018,107465,11412
25025120104,Census Tract 1201.04,2018,89800,12281
25025120301,Census Tract 1203.01,2018,95164,15222
25025130404,Census Tract 1304.04,2018,73409,24912
25025130406,Census Tract 1304.06,2018,47102,13784
25025140106,Census Tract 1401.06,2018,35938,9785
25025140107,Census Tract 1401.07,2018,69599,4788
25025090300,Census Tract 903,2018,30326,10507
25025080900,Census Tract 809,2018,61964,11626
25025081400,Census Tract 814,2018,47589,9539
25025081800,Census Tract 818,2018,30703,6759
25025092300,Census Tract 923,2018,50417,11157
25025160400,Census Tract 1604,2018,54800,9511
25025160200,Census Tract 1602,2018,49821,14494
25025170400,Census Tract 1704,2018,48621,9115
25025000502,Census Tract 5.02,2018,60875,8085
25025040600,Census Tract 406,2018,141736,16239
25025051200,Census Tract 512,2018,71645,16702
25025060800,Census Tract 608,2018,116090,21381
25025070200,Census Tract 702,2018,25280,6732
25025082000,Census Tract 820,2018,40536,15268
25025070600,Census Tract 706,2018,154659,45141
25025081300,Census Tract 813,2018,18003,4748
25025081900,Census Tract 819,2018,21964,8285
25025091100,Census Tract 911,2018,79087,11786
25025100400,Census Tract 1004,2018,54828,28471
25025000302,Census Tract 3.02,2018,100883,9634
25025000701,Census Tract 7.01,2018,64964,12484
25025010500,Census Tract 105,2018,49417,9299
25025030400,Census Tract 304,2018,92047,15480
25025050500,Census Tract 505,2018,61029,10677
25025070700,Census Tract 707,2018,118553,46265
25025081200,Census Tract 812,2018,24958,10879
25025081700,Census Tract 817,2018,36895,4275
25025091900,Census Tract 919,2018,50758,10516
25025100200,Census Tract 1002,2018,44750,15952
25025101002,Census Tract 1010.02,2018,45275,10815
25025110502,Census Tract 1105.02,2018,97734,17774
25025110601,Census Tract 1106.01,2018,109423,28207
25025130402,Census Tract 1304.02,2018,72079,33706
25025140400,Census Tract 1404,2018,62403,10177
25025000201,Census Tract 2.01,2018,88424,13528
25025000100,Census Tract 1,2018,79597,23673
25025000202,Census Tract 2.02,2018,83000,16470
25025000301,Census Tract 3.01,2018,106897,33972
25025000802,Census Tract 8.02,2018,52573,8955
25025010600,Census Tract 106,2018,93214,16210
25025040100,Census Tract 401,2018,157222,12975
25025040300,Census Tract 403,2018,135744,22940
25025050400,Census Tract 504,2018,62727,5900
25025051000,Census Tract 510,2018,54844,11836
25025000503,Census Tract 5.03,2018,70518,3736
25025000504,Census Tract 5.04,2018,58250,21590
25025000703,Census Tract 7.03,2018,33719,9575
25025000704,Census Tract 7.04,2018,61822,4519
25025010204,Census Tract 102.04,2018,41683,7206
25025000803,Census Tract 8.03,2018,54896,15415
25025010103,Census Tract 101.03,2018,31375,1877
25025010104,Census Tract 101.04,2018,57792,14446
25025060400,Census Tract 604,2018,123967,16446
25025060700,Census Tract 607,2018,19189,2851
25025081500,Census Tract 815,2018,34194,5697
25025170800,Census Tract 1708,2018,54899,21327
25025090600,Census Tract 906,2018,44000,8667
25025091500,Census Tract 915,2018,54182,13118
25025170200,Census Tract 1702,2018,48250,5617
25025120600,Census Tract 1206,2018,103417,15911
25025130100,Census Tract 1301,2018,104829,11545
25025140202,Census Tract 1402.02,2018,85074,24170
25025160300,Census Tract 1603,2018,51667,18246
25025170100,Census Tract 1701,2018,58813,7537
25025170300,Census Tract 1703,2018,72584,11851
25025180200,Census Tract 1802,2018,76204,11589
25025110501,Census Tract 1105.01,2018,86786,11162
25025180500,Census Tract 1805,2018,72910,6817
25025092200,Census Tract 922,2018,64526,12944
25025091300,Census Tract 913,2018,38750,9920
25025091700,Census Tract 917,2018,43125,7381
25025100800,Census Tract 1008,2018,88425,15179
25025000401,Census Tract 4.01,2018,70184,10528
25025010203,Census Tract 102.03,2018,42813,24683
25025010404,Census Tract 104.04,2018,29474,11312
25025010405,Census Tract 104.05,2018,16192,3202
25025010408,Census Tract 104.08,2018,64330,6999
25025010701,Census Tract 107.01,2018,107344,24035
25025010403,Census Tract 104.03,2018,29946,12561
25025010702,Census Tract 107.02,2018,150781,31009
25025010801,Census Tract 108.01,2018,116184,14474
25025010802,Census Tract 108.02,2018,126518,17351
25025020101,Census Tract 201.01,2018,111569,21090
25025020301,Census Tract 203.01,2018,89018,25163
25025020302,Census Tract 203.02,2018,123250,42446
25025160101,Census Tract 1601.01,2018,57031,16287
25025160501,Census Tract 1605.01,2018,47366,5335
25025160502,Census Tract 1605.02,2018,51326,7898
25025160601,Census Tract 1606.01,2018,59671,8369
25025160602,Census Tract 1606.02,2018,62960,11208
25025170501,Census Tract 1705.01,2018,45000,8547
25025140105,Census Tract 1401.05,2018,97545,20618
25025170502,Census Tract 1705.02,2018,53406,20174
25025170601,Census Tract 1706.01,2018,66026,8707
25025170701,Census Tract 1707.01,2018,52568,11425
25025170702,Census Tract 1707.02,2018,49968,14916
25025180101,Census Tract 1801.01,2018,43125,13076
25025180301,Census Tract 1803.01,2018,91625,22733
25025980101,Census Tract 9801.01,2018,NA,NA
25025980300,Census Tract 9803,2018,NA,NA
25025980700,Census Tract 9807,2018,NA,NA
25025010300,Census Tract 103,2018,40446,14686
25025981000,Census Tract 9810,2018,NA,NA
25025981100,Census Tract 9811,2018,NA,NA
25025981201,Census Tract 9812.01,2018,NA,NA
25025981202,Census Tract 9812.02,2018,NA,NA
25025981300,Census Tract 9813,2018,NA,NA
25025981501,Census Tract 9815.01,2018,NA,NA
25025981502,Census Tract 9815.02,2018,NA,NA
25025081100,Census Tract 811,2018,50696,16127
25025050700,Census Tract 507,2018,58698,8842
25025080300,Census Tract 803,2018,35833,12029
25025080500,Census Tract 805,2018,22500,9362
25025091600,Census Tract 916,2018,46769,19989
25025100500,Census Tract 1005,2018,46741,23090
25025100900,Census Tract 1009,2018,78220,11487
25025110401,Census Tract 1104.01,2018,57875,11104
25025091800,Census Tract 918,2018,38403,8401
25025092000,Census Tract 920,2018,52993,7379
25025100100,Census Tract 1001,2018,29483,5999
25025100601,Census Tract 1006.01,2018,71086,15406
25025100700,Census Tract 1007,2018,87063,16149
25025101102,Census Tract 1011.02,2018,46821,5717
25025130200,Census Tract 1302,2018,109034,4859
25025060600,Census Tract 606,2018,137778,26636
25025070900,Census Tract 709,2018,55875,22841
25025092400,Census Tract 924,2018,31885,9319
25025030100,Census Tract 301,2018,103850,13896
25025000602,Census Tract 6.02,2018,42746,9418
25025082100,Census Tract 821,2018,20386,8709
25025060200,Census Tract 602,2018,128409,24621
25025090400,Census Tract 904,2018,37283,14227
25025120500,Census Tract 1205,2018,81250,11073
25025101001,Census Tract 1010.01,2018,44071,28321
25025080100,Census Tract 801,2018,31222,8141
25025120400,Census Tract 1204,2018,91579,7859
25025120700,Census Tract 1207,2018,96611,6975
25025140201,Census Tract 1402.01,2018,71125,21366
25025000402,Census Tract 4.02,2018,77885,14969
25025000601,Census Tract 6.01,2018,76574,11141
25025030200,Census Tract 302,2018,96250,16267
25025030500,Census Tract 305,2018,110278,16880
25025040200,Census Tract 402,2018,52262,25915
25025050200,Census Tract 502,2018,54753,9345
25025050300,Census Tract 503,2018,20000,4299
25025050600,Census Tract 506,2018,69500,15811
25025070300,Census Tract 703,2018,113505,15330
25025070500,Census Tract 705,2018,102250,53771
25025070800,Census Tract 708,2018,90547,35970
25025020303,Census Tract 203.03,2018,105195,16772
25025040401,Census Tract 404.01,2018,118333,16908
25025040801,Census Tract 408.01,2018,53871,21049
25025050101,Census Tract 501.01,2018,42414,5371
