GEOID,YEAR,NAME,num_sml_sbus,num_sml_bbus
25025040100,2021,Census Tract 401,44,52
25025040300,2021,Census Tract 403,45,38
25025040401,2021,Census Tract 404.01,26,38
25025040600,2021,Census Tract 406,90,161
25025060200,2021,Census Tract 602,22,23
25025060600,2021,Census Tract 606,165,359
25025061200,2021,Census Tract 612,129,236
25025070101,2021,Census Tract 701.01,649,1363
25025070300,2021,Census Tract 703,148,227
25025070500,2021,Census Tract 705,105,119
25025070600,2021,Census Tract 706,58,67
25025070800,2021,Census Tract 708,53,58
25025100700,2021,Census Tract 1007,49,83
25025110601,2021,Census Tract 1106.01,36,27
25025110607,2021,Census Tract 1106.07,44,53
25025120103,2021,Census Tract 1201.03,37,45
25025120105,2021,Census Tract 1201.05,37,29
25025120600,2021,Census Tract 1206,39,27
25025130300,2021,Census Tract 1303,73,50
25025070900,2021,Census Tract 709,43,43
25025071101,2021,Census Tract 711.01,64,63
