YEAR,GEOID,ilf_f,ilf_m,nilf_f,nilf_m,NAME
2020,25025060602,83,210,9,0,Census Tract 606.02
2020,25025060603,353,514,100,9,Census Tract 606.03
2020,25025060604,517,770,145,80,Census Tract 606.04
2020,25025060700,618,413,569,207,Census Tract 607
2020,25025060800,2030,1492,200,182,Census Tract 608
2020,25025061000,892,1011,304,294,Census Tract 610
2020,25025061101,554,539,376,256,Census Tract 611.01
2020,25025061201,454,905,160,145,Census Tract 612.01
2020,25025061202,,,,,Census Tract 612.02
2020,25025061203,760,714,201,160,Census Tract 612.03
2020,25025061204,380,494,36,29,Census Tract 612.04
2020,25025070102,728,667,607,693,Census Tract 701.02
2020,25025070103,170,122,56,39,Census Tract 701.03
2020,25025070104,708,690,283,329,Census Tract 701.04
2020,25025070201,808,723,967,619,Census Tract 702.01
2020,25025070202,881,818,1003,406,Census Tract 702.02
2020,25025070301,665,1154,432,129,Census Tract 703.01
2020,25025070302,503,684,456,217,Census Tract 703.02
2020,25025070402,854,752,590,472,Census Tract 704.02
2020,25025070501,565,825,158,75,Census Tract 705.01
2020,25025070502,807,1384,954,442,Census Tract 705.02
2020,25025070600,827,851,274,64,Census Tract 706
2020,25025070700,749,943,492,183,Census Tract 707
2020,25025070801,231,341,294,136,Census Tract 708.01
2020,25025070802,1157,645,178,416,Census Tract 708.02
2020,25025070901,614,209,216,117,Census Tract 709.01
2020,25025070902,729,544,169,193,Census Tract 709.02
2020,25025071101,1055,1398,822,418,Census Tract 711.01
2020,25025071201,818,1036,836,860,Census Tract 712.01
2020,25025080100,529,355,422,1053,Census Tract 801
2020,25025080300,745,399,373,207,Census Tract 803
2020,25025080401,743,588,435,466,Census Tract 804.01
2020,25025080500,961,629,537,554,Census Tract 805
2020,25025080601,1094,919,961,576,Census Tract 806.01
2020,25025080801,1225,1241,852,923,Census Tract 808.01
2020,25025080900,955,1243,541,661,Census Tract 809
2020,25025081001,1308,1350,884,1051,Census Tract 810.01
2020,25025081101,442,398,222,54,Census Tract 811.01
2020,25025081102,762,933,570,630,Census Tract 811.02
2020,25025081200,1056,737,618,442,Census Tract 812
2020,25025081301,532,687,311,322,Census Tract 813.01
2020,25025081302,492,333,713,320,Census Tract 813.02
2020,25025081400,894,1042,434,351,Census Tract 814
2020,25025081500,819,662,731,278,Census Tract 815
2020,25025081700,1095,867,910,702,Census Tract 817
2020,25025081800,720,758,581,285,Census Tract 818
2020,25025081900,1236,930,414,209,Census Tract 819
2020,25025082000,997,1010,574,291,Census Tract 820
2020,25025082100,1653,763,1071,776,Census Tract 821
2020,25025090100,1256,1207,793,769,Census Tract 901
2020,25025090200,489,425,353,444,Census Tract 902
2020,25025090300,716,892,412,308,Census Tract 903
2020,25025090400,1380,1065,559,335,Census Tract 904
2020,25025090600,654,881,327,368,Census Tract 906
2020,25025090700,1158,1464,723,317,Census Tract 907
2020,25025090901,683,708,913,605,Census Tract 909.01
2020,25025091001,1012,901,313,231,Census Tract 910.01
2020,25025091100,1684,1682,789,349,Census Tract 911
2020,25025091200,771,1256,333,277,Census Tract 912
2020,25025091300,739,696,401,351,Census Tract 913
2020,25025091400,1074,707,360,522,Census Tract 914
2020,25025091500,1191,1256,723,520,Census Tract 915
2020,25025091600,786,918,297,406,Census Tract 916
2020,25025091700,983,871,454,429,Census Tract 917
2020,25025091800,967,895,570,398,Census Tract 918
2020,25025091900,1290,1129,490,465,Census Tract 919
2020,25025092000,1932,1599,755,611,Census Tract 920
2020,25025092101,1758,2203,1195,912,Census Tract 921.01
2020,25025092200,907,1218,509,332,Census Tract 922
2020,25025092300,1267,809,364,368,Census Tract 923
2020,25025092400,1453,1453,985,783,Census Tract 924
2020,25025100100,2210,1468,965,695,Census Tract 1001
2020,25025100200,1109,967,447,347,Census Tract 1002
2020,25025100300,1314,941,698,367,Census Tract 1003
2020,25025100400,1816,1246,939,478,Census Tract 1004
2020,25025100500,2019,1625,1068,772,Census Tract 1005
2020,25025100601,2026,2183,511,321,Census Tract 1006.01
2020,25025100603,767,780,193,164,Census Tract 1006.03
2020,25025100700,1123,1448,836,452,Census Tract 1007
2020,25025100800,2262,1876,730,771,Census Tract 1008
2020,25025100900,1248,1505,594,494,Census Tract 1009
2020,25025101001,1619,2006,1059,509,Census Tract 1010.01
2020,25025101002,2043,1351,1048,405,Census Tract 1010.02
2020,25025101101,1169,823,601,464,Census Tract 1011.01
2020,25025101102,1647,1348,544,565,Census Tract 1011.02
2020,25025110104,562,613,465,257,Census Tract 1101.04
2020,25025110105,1322,1084,172,86,Census Tract 1101.05
2020,25025110106,612,410,290,341,Census Tract 1101.06
2020,25025110201,727,603,428,238,Census Tract 1102.01
2020,25025110301,910,788,400,169,Census Tract 1103.01
2020,25025110401,1147,1128,609,353,Census Tract 1104.01
2020,25025110403,1401,1609,667,428,Census Tract 1104.03
2020,25025110501,1242,1144,279,254,Census Tract 1105.01
2020,25025110502,1330,1601,515,374,Census Tract 1105.02
2020,25025110601,772,730,786,456,Census Tract 1106.01
2020,25025110607,1942,1429,715,593,Census Tract 1106.07
2020,25025120103,630,573,141,148,Census Tract 1201.03
2020,25025120104,770,785,334,112,Census Tract 1201.04
2020,25025120105,630,598,641,291,Census Tract 1201.05
2020,25025120201,1271,1627,361,311,Census Tract 1202.01
2020,25025120301,1770,1696,557,399,Census Tract 1203.01
2020,25025120400,2368,1863,899,640,Census Tract 1204
2020,25025120500,921,883,420,253,Census Tract 1205
2020,25025120600,1123,976,78,233,Census Tract 1206
2020,25025120700,880,566,194,163,Census Tract 1207
2020,25025130101,2153,2077,697,532,Census Tract 1301.01
2020,25025130200,1461,1426,657,425,Census Tract 1302
2020,25025130300,1222,1517,546,411,Census Tract 1303
2020,25025130402,1758,1578,715,562,Census Tract 1304.02
2020,25025130404,837,1050,442,282,Census Tract 1304.04
2020,25025130406,1736,1306,679,634,Census Tract 1304.06
2020,25025140102,1722,1362,794,636,Census Tract 1401.02
2020,25025140105,1091,1225,518,247,Census Tract 1401.05
2020,25025140106,650,566,400,175,Census Tract 1401.06
2020,25025140107,935,741,450,386,Census Tract 1401.07
2020,25025140201,761,886,272,187,Census Tract 1402.01
2020,25025140202,1912,1978,925,794,Census Tract 1402.02
2020,25025140300,2161,2120,1218,855,Census Tract 1403
2020,25025140400,2834,2229,1179,1548,Census Tract 1404
2020,25025980101,,,,,Census Tract 9801.01
2020,25025980300,,,,,Census Tract 9803
2020,25025980700,,,,,Census Tract 9807
2020,25025980900,,,,,Census Tract 9809
2020,25025981000,,,,,Census Tract 9810
2020,25025981100,,,,,Census Tract 9811
2020,25025981201,,,,,Census Tract 9812.01
2020,25025981202,,,,,Census Tract 9812.02
2020,25025981300,,,,,Census Tract 9813
2020,25025981501,,,,,Census Tract 9815.01
2020,25025981502,,,,,Census Tract 9815.02
2020,25025981600,,,,,Census Tract 9816
2020,25025981700,,,,,Census Tract 9817
2020,25025981800,,,,,Census Tract 9818
2020,25025981900,,,,,Census Tract 9819
2010,25025061202,,,,,Census Tract 612.02
2000,25025061202,,,,,Census Tract 612.02
1990,25025061202,,,,,Census Tract 612.02
1980,25025061202,,,,,Census Tract 612.02
1970,25025061202,,,,,Census Tract 612.02
1960,25025061202,,,,,Census Tract 612.02
1950,25025061202,,,,,Census Tract 612.02
