"YEAR","GEOID","NAME","num_sml_sbus","num_sml_bbus","vol_sml_sbus","vol_sml_bbus"
1996,"25025070501","Census Tract 705.01",6,9,560301,233293
1996,"25025070502","Census Tract 705.02",11,17,1012332,421505
1996,"25025070600","Census Tract 706",6,10,78352,632411
1996,"25025070700","Census Tract 707",18,20,1248032,2316975
1996,"25025070801","Census Tract 708.01",3,3,43780,34433
1996,"25025070802","Census Tract 708.02",7,9,122252,96153
1996,"25025070901","Census Tract 709.01",1,2,298510,192990
1996,"25025070902","Census Tract 709.02",2,4,503663,325624
1996,"25025071101","Census Tract 711.01",5,15,154838,1419660
1996,"25025071201","Census Tract 712.01",24,43,449590,9995453
1996,"25025080100","Census Tract 801",16,55,1983047,7850106
1996,"25025080300","Census Tract 803",3,0,18655,0
1996,"25025080401","Census Tract 804.01",3,11,146059,3829251
1996,"25025080500","Census Tract 805",1,2,1317,11854
1996,"25025080601","Census Tract 806.01",5,9,177224,41041
1996,"25025080801","Census Tract 808.01",2,4,34047,391052
1996,"25025080900","Census Tract 809",4,9,173493,93276
1996,"25025081001","Census Tract 810.01",12,32,781653,2385999
1996,"25025081101","Census Tract 811.01",1,4,10065,399441
1996,"25025081102","Census Tract 811.02",1,8,19784,785497
1996,"25025081200","Census Tract 812",0,2,0,8994
1996,"25025081301","Census Tract 813.01",5,5,813097,1379541
1996,"25025081302","Census Tract 813.02",6,8,1136371,1928025
1996,"25025081400","Census Tract 814",7,12,358180,1022305
1996,"25025081500","Census Tract 815",1,3,9328,266769
1996,"25025081700","Census Tract 817",2,6,33579,634277
1996,"25025081800","Census Tract 818",3,3,48503,7462
1996,"25025081900","Census Tract 819",3,4,65293,1128639
1996,"25025082000","Census Tract 820",3,7,46638,59697
1996,"25025082100","Census Tract 821",1,7,233190,429069
1996,"25025090100","Census Tract 901",7,7,311542,731284
1996,"25025090200","Census Tract 902",0,3,0,18655
1996,"25025090300","Census Tract 903",5,9,57831,1802092
1996,"25025090400","Census Tract 904",1,4,46638,27983
1996,"25025090600","Census Tract 906",4,6,117528,1451374
1996,"25025090700","Census Tract 907",6,14,701435,746208
1996,"25025090901","Census Tract 909.01",3,4,673452,20521
1996,"25025091001","Census Tract 910.01",8,24,395490,3315028
1996,"25025091100","Census Tract 911",2,8,57831,57831
1996,"25025091200","Census Tract 912",3,10,22386,374969
1996,"25025091300","Census Tract 913",0,4,0,261173
1996,"25025091400","Census Tract 914",10,5,236921,223862
1996,"25025091500","Census Tract 915",0,1,0,16790
1996,"25025091600","Census Tract 916",2,6,20521,272366
1996,"25025091700","Census Tract 917",1,2,164166,188417
1996,"25025091800","Census Tract 918",2,4,242518,29848
1996,"25025091900","Census Tract 919",4,3,41041,24252
1996,"25025092000","Census Tract 920",4,3,483170,194014
1996,"25025092101","Census Tract 921.01",28,29,1421526,3246004
1996,"25025092200","Census Tract 922",2,5,26117,89545
1996,"25025092300","Census Tract 923",1,2,373104,14924
1996,"25025092400","Census Tract 924",4,3,50369,20521
1996,"25025100100","Census Tract 1001",5,5,67159,84899
1996,"25025100200","Census Tract 1002",5,2,89545,7462
1996,"25025100300","Census Tract 1003",2,6,233190,152973
1996,"25025100400","Census Tract 1004",7,8,272366,207073
