YEAR,GEOID,vac,occ,NAME,landarea_acres
2010,25025010103,38,490,Census Tract 101.03,71.19229593
2010,25025010104,220,1916,Census Tract 101.04,69.60489096
2010,25025010204,95,1188,Census Tract 102.04,62.61897472
2010,25025010205,116,2470,Census Tract 102.05,45.16419189
2010,25025010206,48,1029,Census Tract 102.06,45.04236893
2010,25025010300,21,395,Census Tract 103,125.3338263
2010,25025010403,51,2025,Census Tract 104.03,21.88241706
2010,25025010404,52,1810,Census Tract 104.04,33.83095067
2010,25025010405,28,966,Census Tract 104.05,90.16727107
2010,25025010408,18,943,Census Tract 104.08,10.71967855
2010,25025010500,112,1655,Census Tract 105,47.75706866
2010,25025010600,471,1854,Census Tract 106,83.93626177
2010,25025010701,203,1396,Census Tract 107.01,49.92047627
2010,25025010702,241,1402,Census Tract 107.02,74.17510499
2010,25025010801,248,1651,Census Tract 108.01,32.62754746
2010,25025010802,235,1871,Census Tract 108.02,38.75279566
2010,25025020101,341,2473,Census Tract 201.01,54.20874306
2010,25025020200,176,2302,Census Tract 202,26.7607715
2010,25025020301,164,1250,Census Tract 203.01,64.93608188
2010,25025020302,46,675,Census Tract 203.02,18.97423382
2010,25025020304,27,206,Census Tract 203.04,35.843624
2010,25025020305,188,1426,Census Tract 203.05,73.58131076
2010,25025030100,101,1276,Census Tract 301,19.11211862
2010,25025030200,59,1044,Census Tract 302,14.39660663
2010,25025030301,125,628,Census Tract 303.01,38.10117877
2010,25025030302,212,1066,Census Tract 303.02,117.9651438
2010,25025030400,300,2287,Census Tract 304,40.81439586
2010,25025030500,199,1457,Census Tract 305,47.2539621
2010,25025040100,51,1188,Census Tract 401,65.26324941
2010,25025040200,64,663,Census Tract 402,34.91500198
2010,25025040300,143,1894,Census Tract 403,69.09214729
2010,25025040401,48,1174,Census Tract 404.01,107.0962136
2010,25025040600,96,1238,Census Tract 406,355.1109429
2010,25025040801,213,1876,Census Tract 408.01,234.861804
2010,25025050101,137,1713,Census Tract 501.01,74.0747802
2010,25025050200,139,1695,Census Tract 502,60.11357326
2010,25025050300,68,973,Census Tract 503,87.80444941
2010,25025050400,68,967,Census Tract 504,32.61321535
2010,25025050500,50,849,Census Tract 505,67.27246326
2010,25025050600,60,746,Census Tract 506,42.46604823
2010,25025050700,151,1455,Census Tract 507,66.20818038
2010,25025050901,122,1324,Census Tract 509.01,152.1914631
2010,25025051000,114,1670,Census Tract 510,257.7852761
2010,25025051101,155,2190,Census Tract 511.01,286.493238
2010,25025051200,139,1069,Census Tract 512,106.1100161
2010,25025060101,109,1575,Census Tract 601.01,73.05003419
2010,25025060200,72,927,Census Tract 602,42.10305042
2010,25025060301,107,1540,Census Tract 603.01,67.34091145
2010,25025060400,165,2378,Census Tract 604,98.66398961
2010,25025060501,111,1831,Census Tract 605.01,101.743664
2010,25025060601,82,704,Census Tract 606.01,34.67679239
2010,25025060602,5,39,Census Tract 606.02,106.7774477
2010,25025060603,48,408,Census Tract 606.03,98.40477606
2010,25025060604,26,219,Census Tract 606.04,102.8741711
2010,25025060700,19,617,Census Tract 607,31.68558175
2010,25025060800,140,2002,Census Tract 608,84.76035821
2010,25025061000,169,1239,Census Tract 610,39.43258256
2010,25025061101,62,982,Census Tract 611.01,40.84207166
2010,25025061201,137,832,Census Tract 612.01,138.8764368
2010,25025061202,,,Census Tract 612.02,94.10020032
2010,25025061203,104,630,Census Tract 612.03,87.15703331
2010,25025061204,48,290,Census Tract 612.04,101.865734
2010,25025070102,244,1382,Census Tract 701.02,34.3417175
2010,25025070104,137,777,Census Tract 701.04,188.2443854
2010,25025070201,79,771,Census Tract 702.01,35.5908352
2010,25025070202,205,1478,Census Tract 702.02,44.11868902
2010,25025070301,139,1322,Census Tract 703.01,35.41786143
2010,25025070302,119,1126,Census Tract 703.02,47.76645866
2010,25025070402,14,666,Census Tract 704.02,61.08197925
2010,25025070501,62,1108,Census Tract 705.01,30.36010848
2010,25025070502,101,1795,Census Tract 705.02,43.09937932
2010,25025070600,99,1210,Census Tract 706,32.87391153
2010,25025070700,128,1238,Census Tract 707,40.20330425
2010,25025070801,33,598,Census Tract 708.01,15.13149803
2010,25025070802,79,1446,Census Tract 708.02,32.11208564
2010,25025070901,25,608,Census Tract 709.01,14.25575656
2010,25025070902,45,1120,Census Tract 709.02,27.39731496
2010,25025071101,97,2088,Census Tract 711.01,88.71849221
2010,25025071201,95,1304,Census Tract 712.01,101.8758654
2010,25025080100,63,681,Census Tract 801,253.6941994
2010,25025080300,98,693,Census Tract 803,66.43008102
2010,25025080401,24,1225,Census Tract 804.01,108.8024763
2010,25025080500,54,1269,Census Tract 805,60.31249309
2010,25025080601,38,882,Census Tract 806.01,138.7904441
2010,25025080801,19,927,Census Tract 808.01,90.16628264
2010,25025080900,90,1686,Census Tract 809,63.3805535
2010,25025081001,53,2234,Census Tract 810.01,138.3056233
2010,25025081101,24,405,Census Tract 811.01,29.10481315
2010,25025081102,75,1277,Census Tract 811.02,93.1261109
2010,25025081200,107,1125,Census Tract 812,66.53584212
2010,25025081301,47,847,Census Tract 813.01,58.2328542
2010,25025081302,63,1154,Census Tract 813.02,85.17252999
2010,25025081400,162,1300,Census Tract 814,153.3239471
2010,25025081500,66,839,Census Tract 815,83.09981005
2010,25025081700,126,1473,Census Tract 817,156.6339237
2010,25025081800,249,1139,Census Tract 818,92.39813845
2010,25025081900,141,1256,Census Tract 819,107.0907773
2010,25025082000,120,1158,Census Tract 820,96.90385798
2010,25025082100,82,2035,Census Tract 821,91.57157095
2010,25025090100,182,1681,Census Tract 901,110.4472097
2010,25025090200,58,772,Census Tract 902,67.62557685
2010,25025090300,145,1123,Census Tract 903,93.99740448
2010,25025090400,146,1148,Census Tract 904,105.0541348
2010,25025090600,73,720,Census Tract 906,74.5430449
2010,25025090700,158,1832,Census Tract 907,265.1601362
2010,25025090901,100,1540,Census Tract 909.01,289.9065046
2010,25025091001,79,1236,Census Tract 910.01,293.1334538
2010,25025091100,174,1792,Census Tract 911,104.2888494
2010,25025091200,79,1160,Census Tract 912,79.96626671
2010,25025091300,78,790,Census Tract 913,64.87998896
2010,25025091400,60,879,Census Tract 914,80.31419109
2010,25025091500,183,1470,Census Tract 915,99.87184071
2010,25025091600,122,1043,Census Tract 916,77.38302705
2010,25025091700,133,917,Census Tract 917,71.38009602
2010,25025091800,172,1042,Census Tract 918,106.7658338
2010,25025091900,136,1244,Census Tract 919,119.1005931
2010,25025092000,161,1532,Census Tract 920,121.0171424
2010,25025092101,202,2252,Census Tract 921.01,322.7460685
2010,25025092200,93,1134,Census Tract 922,143.9453094
2010,25025092300,121,956,Census Tract 923,84.7507211
2010,25025092400,192,1873,Census Tract 924,146.9006898
2010,25025100100,152,1895,Census Tract 1001,256.1464732
2010,25025100200,108,905,Census Tract 1002,86.64527806
2010,25025100300,141,1121,Census Tract 1003,121.5454537
2010,25025100400,135,1695,Census Tract 1004,154.7497451
2010,25025100500,209,2174,Census Tract 1005,211.9462394
2010,25025100601,164,2028,Census Tract 1006.01,136.5469743
2010,25025100603,86,754,Census Tract 1006.03,215.5984569
2010,25025100700,102,1873,Census Tract 1007,299.2730341
2010,25025100800,178,2524,Census Tract 1008,431.633549
2010,25025100900,119,1610,Census Tract 1009,235.586317
2010,25025101001,140,2129,Census Tract 1010.01,321.7638246
2010,25025101002,181,1968,Census Tract 1010.02,287.860472
2010,25025101101,135,1086,Census Tract 1011.01,145.1907206
2010,25025101102,161,1511,Census Tract 1011.02,138.6735632
2010,25025110104,68,899,Census Tract 1101.04,74.61075178
2010,25025110105,58,764,Census Tract 1101.05,86.01095855
2010,25025110106,40,524,Census Tract 1101.06,52.55041885
2010,25025110201,59,815,Census Tract 1102.01,86.04407067
2010,25025110301,57,898,Census Tract 1103.01,202.1151518
2010,25025110401,77,1285,Census Tract 1104.01,129.2262303
2010,25025110403,92,1675,Census Tract 1104.03,232.9872626
2010,25025110501,71,1300,Census Tract 1105.01,160.084009
2010,25025110502,104,1580,Census Tract 1105.02,169.0942125
2010,25025110601,60,1235,Census Tract 1106.01,347.5482827
2010,25025110607,134,2032,Census Tract 1106.07,277.7533677
2010,25025120103,36,660,Census Tract 1201.03,84.0617913
2010,25025120104,64,1058,Census Tract 1201.04,100.2753638
2010,25025120105,55,903,Census Tract 1201.05,454.6160792
2010,25025120201,67,1659,Census Tract 1202.01,176.2276507
2010,25025120301,111,1784,Census Tract 1203.01,162.4997112
2010,25025120400,115,2710,Census Tract 1204,247.0673272
2010,25025120500,53,852,Census Tract 1205,52.80790265
2010,25025120600,49,1054,Census Tract 1206,63.57897913
2010,25025120700,61,983,Census Tract 1207,76.75043727
2010,25025130101,148,2668,Census Tract 1301.01,659.3418994
2010,25025130200,85,1829,Census Tract 1302,334.2485769
2010,25025130300,55,1756,Census Tract 1303,356.440617
2010,25025130402,94,2102,Census Tract 1304.02,460.5730487
2010,25025130404,64,1258,Census Tract 1304.04,395.7491526
2010,25025130406,80,2112,Census Tract 1304.06,260.0299813
2010,25025140102,106,1548,Census Tract 1401.02,515.8693025
2010,25025140105,50,1274,Census Tract 1401.05,249.3945657
2010,25025140106,107,791,Census Tract 1401.06,68.90212325
2010,25025140107,74,977,Census Tract 1401.07,155.0240321
2010,25025140201,74,861,Census Tract 1402.01,326.7563417
2010,25025140202,129,1952,Census Tract 1402.02,380.1960928
2010,25025140300,172,2353,Census Tract 1403,382.7363361
2010,25025140400,163,2743,Census Tract 1404,463.2020028
2010,25025980101,,,Census Tract 9801.01,808.1126827
2010,25025980300,,,Census Tract 9803,514.2996891
2010,25025980700,,,Census Tract 9807,713.8738563
2010,25025980900,,,Census Tract 9809,414.4518176
2010,25025981000,,,Census Tract 9810,280.26297
2010,25025981100,,,Census Tract 9811,617.6794378
2010,25025981201,,,Census Tract 9812.01,197.576073
2010,25025981202,,,Census Tract 9812.02,419.2026657
2010,25025981300,,,Census Tract 9813,1726.433871
2010,25025981501,,,Census Tract 9815.01,221.8378678
2010,25025981502,,,Census Tract 9815.02,309.423876
2010,25025981600,,,Census Tract 9816,145.0461639
2010,25025981700,,,Census Tract 9817,77.53302002
2010,25025981800,,,Census Tract 9818,176.6405638
2010,25025981900,,,Census Tract 9819,57.78905293
2020,25025000101,29,697,Census Tract 1.01,61.75756536
2020,25025000102,89,1606,Census Tract 1.02,263.7689329
2020,25025000201,64,1544,Census Tract 2.01,148.0722164
2020,25025000202,67,1539,Census Tract 2.02,148.6674933
2020,25025000301,47,1290,Census Tract 3.01,141.2036752
2020,25025000302,48,1323,Census Tract 3.02,145.7869859
2020,25025000401,97,2957,Census Tract 4.01,106.5127978
2020,25025000402,111,1510,Census Tract 4.02,199.3572086
2020,25025000502,128,2024,Census Tract 5.02,209.4722203
2020,25025000503,67,1412,Census Tract 5.03,34.58165682
2020,25025000505,35,1049,Census Tract 5.05,35.67855761
2020,25025000506,71,1569,Census Tract 5.06,46.67968919
2020,25025000601,68,1542,Census Tract 6.01,122.3828939
2020,25025000603,146,866,Census Tract 6.03,77.21721934
2020,25025000604,44,1293,Census Tract 6.04,70.93505923
2020,25025000701,80,2304,Census Tract 7.01,56.94296411
2020,25025000703,60,1315,Census Tract 7.03,43.98500501
2020,25025000704,90,2645,Census Tract 7.04,59.25068126
2020,25025000804,80,1444,Census Tract 8.04,150.1402414
2020,25025000805,151,1805,Census Tract 8.05,91.39909139
2020,25025000806,267,788,Census Tract 8.06,350.1935458
2020,25025000807,0,40,Census Tract 8.07,54.01575376
2020,25025010103,54,366,Census Tract 101.03,71.19229593
2020,25025010104,162,1963,Census Tract 101.04,69.60489096
2020,25025010204,173,1165,Census Tract 102.04,62.61897472
2020,25025010205,309,2963,Census Tract 102.05,45.16419189
2020,25025010206,93,1291,Census Tract 102.06,45.04236893
2020,25025010300,49,317,Census Tract 103,125.3338263
2020,25025010403,164,2039,Census Tract 104.03,21.88241706
2020,25025010404,226,1670,Census Tract 104.04,33.83095067
2020,25025010405,93,912,Census Tract 104.05,90.16727107
2020,25025010408,78,903,Census Tract 104.08,10.71967855
2020,25025010500,286,1654,Census Tract 105,47.75706866
2020,25025010600,376,2155,Census Tract 106,83.93626177
2020,25025010701,178,1403,Census Tract 107.01,49.92047627
2020,25025010702,253,1342,Census Tract 107.02,74.17510499
2020,25025010801,185,1629,Census Tract 108.01,32.62754746
2020,25025010802,240,1823,Census Tract 108.02,38.75279566
2020,25025020101,345,2400,Census Tract 201.01,54.20874306
2020,25025020200,148,2339,Census Tract 202,26.7607715
2020,25025020301,122,1335,Census Tract 203.01,64.93608188
2020,25025020302,59,744,Census Tract 203.02,18.97423382
2020,25025020304,107,1049,Census Tract 203.04,35.843624
2020,25025020305,442,2188,Census Tract 203.05,73.58131076
2020,25025030100,90,1291,Census Tract 301,19.11211862
2020,25025030200,55,1088,Census Tract 302,14.39660663
2020,25025030301,118,783,Census Tract 303.01,38.10117877
2020,25025030302,381,868,Census Tract 303.02,117.9651438
2020,25025030400,215,2421,Census Tract 304,40.81439586
2020,25025030500,158,1514,Census Tract 305,47.2539621
2020,25025040100,54,1201,Census Tract 401,65.26324941
2020,25025040200,65,639,Census Tract 402,34.91500198
2020,25025040300,94,2021,Census Tract 403,69.09214729
2020,25025040401,54,1256,Census Tract 404.01,107.0962136
2020,25025040600,214,1805,Census Tract 406,355.1109429
2020,25025040801,112,2010,Census Tract 408.01,234.861804
2020,25025050101,119,1759,Census Tract 501.01,74.0747802
2020,25025050200,144,1850,Census Tract 502,60.11357326
2020,25025050300,229,1700,Census Tract 503,87.80444941
2020,25025050400,78,1033,Census Tract 504,32.61321535
2020,25025050500,51,921,Census Tract 505,67.27246326
2020,25025050600,46,833,Census Tract 506,42.46604823
2020,25025050700,144,1536,Census Tract 507,66.20818038
2020,25025050901,92,1412,Census Tract 509.01,152.1914631
2020,25025051000,95,1749,Census Tract 510,257.7852761
2020,25025051101,180,2264,Census Tract 511.01,286.493238
2020,25025051200,138,1607,Census Tract 512,106.1100161
2020,25025060101,110,1770,Census Tract 601.01,73.05003419
2020,25025060200,76,1043,Census Tract 602,42.10305042
2020,25025060301,125,1704,Census Tract 603.01,67.34091145
2020,25025060400,202,2506,Census Tract 604,98.66398961
2020,25025060501,159,2291,Census Tract 605.01,101.743664
2020,25025060601,78,1087,Census Tract 606.01,34.67679239
2020,25025060602,32,214,Census Tract 606.02,106.7774477
2020,25025060603,275,910,Census Tract 606.03,98.40477606
2020,25025060604,629,1888,Census Tract 606.04,102.8741711
2020,25025060700,14,590,Census Tract 607,31.68558175
2020,25025060800,155,2381,Census Tract 608,84.76035821
2020,25025061000,65,1036,Census Tract 610,39.43258256
2020,25025061101,52,1214,Census Tract 611.01,40.84207166
2020,25025061201,62,976,Census Tract 612.01,138.8764368
2020,25025061202,,,Census Tract 612.02,94.10020032
2020,25025061203,81,1363,Census Tract 612.03,87.15703331
2020,25025061204,62,611,Census Tract 612.04,101.865734
2020,25025070102,426,1223,Census Tract 701.02,34.3417175
2020,25025070103,31,348,Census Tract 701.03,26.58755062
2020,25025070104,224,1492,Census Tract 701.04,188.2443854
2020,25025070201,71,1018,Census Tract 702.01,35.5908352
2020,25025070202,304,2589,Census Tract 702.02,44.11868902
2020,25025070301,76,1283,Census Tract 703.01,35.41786143
2020,25025070302,216,1182,Census Tract 703.02,47.76645866
2020,25025070402,169,2009,Census Tract 704.02,61.08197925
2020,25025070501,70,1191,Census Tract 705.01,30.36010848
2020,25025070502,109,1735,Census Tract 705.02,43.09937932
2020,25025070600,109,1151,Census Tract 706,32.87391153
2020,25025070700,65,1271,Census Tract 707,40.20330425
2020,25025070801,58,549,Census Tract 708.01,15.13149803
2020,25025070802,77,1461,Census Tract 708.02,32.11208564
2020,25025070901,21,547,Census Tract 709.01,14.25575656
2020,25025070902,61,1192,Census Tract 709.02,27.39731496
2020,25025071101,140,2132,Census Tract 711.01,88.71849221
2020,25025071201,354,1545,Census Tract 712.01,101.8758654
2020,25025080100,112,749,Census Tract 801,253.6941994
2020,25025080300,38,833,Census Tract 803,66.43008102
2020,25025080401,71,1392,Census Tract 804.01,108.8024763
2020,25025080500,52,1378,Census Tract 805,60.31249309
2020,25025080601,477,1005,Census Tract 806.01,138.7904441
2020,25025080801,54,1042,Census Tract 808.01,90.16628264
2020,25025080900,101,1809,Census Tract 809,63.3805535
2020,25025081001,71,2510,Census Tract 810.01,138.3056233
2020,25025081101,143,808,Census Tract 811.01,29.10481315
2020,25025081102,61,1307,Census Tract 811.02,93.1261109
2020,25025081200,88,1290,Census Tract 812,66.53584212
2020,25025081301,62,1060,Census Tract 813.01,58.2328542
2020,25025081302,53,1265,Census Tract 813.02,85.17252999
2020,25025081400,106,1558,Census Tract 814,153.3239471
2020,25025081500,52,955,Census Tract 815,83.09981005
2020,25025081700,111,1570,Census Tract 817,156.6339237
2020,25025081800,106,1380,Census Tract 818,92.39813845
2020,25025081900,80,1391,Census Tract 819,107.0907773
2020,25025082000,99,1253,Census Tract 820,96.90385798
2020,25025082100,78,2072,Census Tract 821,91.57157095
2020,25025090100,143,1825,Census Tract 901,110.4472097
2020,25025090200,29,811,Census Tract 902,67.62557685
2020,25025090300,58,1238,Census Tract 903,93.99740448
2020,25025090400,80,1348,Census Tract 904,105.0541348
2020,25025090600,68,772,Census Tract 906,74.5430449
2020,25025090700,299,2111,Census Tract 907,265.1601362
2020,25025090901,118,1610,Census Tract 909.01,289.9065046
2020,25025091001,104,1558,Census Tract 910.01,293.1334538
2020,25025091100,146,1911,Census Tract 911,104.2888494
2020,25025091200,72,1204,Census Tract 912,79.96626671
2020,25025091300,54,881,Census Tract 913,64.87998896
2020,25025091400,56,996,Census Tract 914,80.31419109
2020,25025091500,99,1632,Census Tract 915,99.87184071
2020,25025091600,79,1162,Census Tract 916,77.38302705
2020,25025091700,109,965,Census Tract 917,71.38009602
2020,25025091800,105,1215,Census Tract 918,106.7658338
2020,25025091900,77,1382,Census Tract 919,119.1005931
2020,25025092000,172,1604,Census Tract 920,121.0171424
2020,25025092101,143,2449,Census Tract 921.01,322.7460685
2020,25025092200,73,1219,Census Tract 922,143.9453094
2020,25025092300,87,1085,Census Tract 923,84.7507211
2020,25025092400,127,2059,Census Tract 924,146.9006898
2020,25025100100,81,1892,Census Tract 1001,256.1464732
2020,25025100200,61,964,Census Tract 1002,86.64527806
2020,25025100300,85,1238,Census Tract 1003,121.5454537
2020,25025100400,148,1922,Census Tract 1004,154.7497451
2020,25025100500,161,2372,Census Tract 1005,211.9462394
2020,25025100601,152,2099,Census Tract 1006.01,136.5469743
2020,25025100603,68,883,Census Tract 1006.03,215.5984569
2020,25025100700,99,1948,Census Tract 1007,299.2730341
2020,25025100800,137,2588,Census Tract 1008,431.633549
2020,25025100900,89,1669,Census Tract 1009,235.586317
2020,25025101001,125,2161,Census Tract 1010.01,321.7638246
2020,25025101002,83,2213,Census Tract 1010.02,287.860472
2020,25025101101,84,1233,Census Tract 1011.01,145.1907206
2020,25025101102,144,1544,Census Tract 1011.02,138.6735632
2020,25025110104,29,750,Census Tract 1101.04,74.61075178
2020,25025110105,179,981,Census Tract 1101.05,86.01095855
2020,25025110106,32,582,Census Tract 1101.06,52.55041885
2020,25025110201,42,809,Census Tract 1102.01,86.04407067
2020,25025110301,66,960,Census Tract 1103.01,202.1151518
2020,25025110401,59,1368,Census Tract 1104.01,129.2262303
2020,25025110403,70,1726,Census Tract 1104.03,232.9872626
2020,25025110501,77,1319,Census Tract 1105.01,160.084009
2020,25025110502,93,1672,Census Tract 1105.02,169.0942125
2020,25025110601,75,1116,Census Tract 1106.01,347.5482827
2020,25025110607,108,2156,Census Tract 1106.07,277.7533677
2020,25025120103,33,694,Census Tract 1201.03,84.0617913
2020,25025120104,50,1088,Census Tract 1201.04,100.2753638
2020,25025120105,46,902,Census Tract 1201.05,454.6160792
2020,25025120201,115,2126,Census Tract 1202.01,176.2276507
2020,25025120301,118,1975,Census Tract 1203.01,162.4997112
2020,25025120400,119,2826,Census Tract 1204,247.0673272
2020,25025120500,48,929,Census Tract 1205,52.80790265
2020,25025120600,57,1115,Census Tract 1206,63.57897913
2020,25025120700,51,1016,Census Tract 1207,76.75043727
2020,25025130101,138,2759,Census Tract 1301.01,659.3418994
2020,25025130200,92,1903,Census Tract 1302,334.2485769
2020,25025130300,73,1746,Census Tract 1303,356.440617
2020,25025130402,121,2122,Census Tract 1304.02,460.5730487
2020,25025130404,88,1266,Census Tract 1304.04,395.7491526
2020,25025130406,80,2411,Census Tract 1304.06,260.0299813
2020,25025140102,76,1756,Census Tract 1401.02,515.8693025
2020,25025140105,57,1287,Census Tract 1401.05,249.3945657
2020,25025140106,51,922,Census Tract 1401.06,68.90212325
2020,25025140107,49,1053,Census Tract 1401.07,155.0240321
2020,25025140201,40,910,Census Tract 1402.01,326.7563417
2020,25025140202,89,2115,Census Tract 1402.02,380.1960928
2020,25025140300,127,2517,Census Tract 1403,382.7363361
2020,25025140400,140,2831,Census Tract 1404,463.2020028
2020,25025980101,,,Census Tract 9801.01,808.1126827
2020,25025980300,,,Census Tract 9803,514.2996891
2020,25025980700,,,Census Tract 9807,713.8738563
2020,25025980900,,,Census Tract 9809,414.4518176
2020,25025981000,,,Census Tract 9810,280.26297
2020,25025981100,,,Census Tract 9811,617.6794378
2020,25025981201,,,Census Tract 9812.01,197.576073
2020,25025981202,,,Census Tract 9812.02,419.2026657
2020,25025981300,,,Census Tract 9813,1726.433871
2020,25025981501,,,Census Tract 9815.01,221.8378678
2020,25025981502,,,Census Tract 9815.02,309.423876
2020,25025981600,,,Census Tract 9816,145.0461639
2020,25025981700,,,Census Tract 9817,77.53302002
2020,25025981800,,,Census Tract 9818,176.6405638
2020,25025981900,,,Census Tract 9819,57.78905293
2021,25025000101,29,701,Census Tract 1.01,61.75756536
2021,25025000102,97,1747,Census Tract 1.02,263.7689329
2021,25025000201,64,1545,Census Tract 2.01,148.0722164
2021,25025000202,67,1545,Census Tract 2.02,148.6674933
2021,25025000301,47,1301,Census Tract 3.01,141.2036752
2021,25025000302,48,1318,Census Tract 3.02,145.7869859
2021,25025000401,97,2959,Census Tract 4.01,106.5127978
2021,25025000402,111,1510,Census Tract 4.02,199.3572086
2021,25025000502,128,2024,Census Tract 5.02,209.4722203
2021,25025000503,67,1412,Census Tract 5.03,34.58165682
2021,25025000505,35,1049,Census Tract 5.05,35.67855761
2021,25025000506,71,1572,Census Tract 5.06,46.67968919
2021,25025000601,70,1597,Census Tract 6.01,122.3828939
2021,25025000603,225,1336,Census Tract 6.03,77.21721934
2021,25025000604,44,1293,Census Tract 6.04,70.93505923
2021,25025000701,80,2307,Census Tract 7.01,56.94296411
2021,25025000703,60,1315,Census Tract 7.03,43.98500501
2021,25025000704,90,2646,Census Tract 7.04,59.25068126
2021,25025000804,80,1451,Census Tract 8.04,150.1402414
2021,25025000805,170,2035,Census Tract 8.05,91.39909139
2021,25025000806,267,788,Census Tract 8.06,350.1935458
2021,25025000807,0,40,Census Tract 8.07,54.01575376
2021,25025010103,54,366,Census Tract 101.03,71.19229593
2021,25025010104,162,1962,Census Tract 101.04,69.60489096
2021,25025010204,214,1443,Census Tract 102.04,62.61897472
2021,25025010205,309,2963,Census Tract 102.05,45.16419189
2021,25025010206,93,1291,Census Tract 102.06,45.04236893
2021,25025010300,49,317,Census Tract 103,125.3338263
2021,25025010403,164,2045,Census Tract 104.03,21.88241706
2021,25025010404,229,1693,Census Tract 104.04,33.83095067
2021,25025010405,93,912,Census Tract 104.05,90.16727107
2021,25025010408,78,903,Census Tract 104.08,10.71967855
2021,25025010500,286,1654,Census Tract 105,47.75706866
2021,25025010600,376,2155,Census Tract 106,83.93626177
2021,25025010701,178,1399,Census Tract 107.01,49.92047627
2021,25025010702,255,1351,Census Tract 107.02,74.17510499
2021,25025010801,184,1623,Census Tract 108.01,32.62754746
2021,25025010802,240,1823,Census Tract 108.02,38.75279566
2021,25025020101,343,2383,Census Tract 201.01,54.20874306
2021,25025020200,148,2338,Census Tract 202,26.7607715
2021,25025020301,122,1335,Census Tract 203.01,64.93608188
2021,25025020302,64,804,Census Tract 203.02,18.97423382
2021,25025020304,107,1049,Census Tract 203.04,35.843624
2021,25025020305,521,2579,Census Tract 203.05,73.58131076
2021,25025030100,90,1293,Census Tract 301,19.11211862
2021,25025030200,55,1092,Census Tract 302,14.39660663
2021,25025030301,118,784,Census Tract 303.01,38.10117877
2021,25025030302,510,1162,Census Tract 303.02,117.9651438
2021,25025030400,217,2441,Census Tract 304,40.81439586
2021,25025030500,158,1514,Census Tract 305,47.2539621
2021,25025040100,54,1201,Census Tract 401,65.26324941
2021,25025040200,65,639,Census Tract 402,34.91500198
2021,25025040300,94,2022,Census Tract 403,69.09214729
2021,25025040401,54,1256,Census Tract 404.01,107.0962136
2021,25025040600,217,1835,Census Tract 406,355.1109429
2021,25025040801,117,2102,Census Tract 408.01,234.861804
2021,25025050101,120,1766,Census Tract 501.01,74.0747802
2021,25025050200,145,1860,Census Tract 502,60.11357326
2021,25025050300,270,2008,Census Tract 503,87.80444941
2021,25025050400,80,1065,Census Tract 504,32.61321535
2021,25025050500,51,919,Census Tract 505,67.27246326
2021,25025050600,46,839,Census Tract 506,42.46604823
2021,25025050700,146,1556,Census Tract 507,66.20818038
2021,25025050901,93,1426,Census Tract 509.01,152.1914631
2021,25025051000,96,1761,Census Tract 510,257.7852761
2021,25025051101,186,2342,Census Tract 511.01,286.493238
2021,25025051200,142,1657,Census Tract 512,106.1100161
2021,25025060101,112,1799,Census Tract 601.01,73.05003419
2021,25025060200,76,1045,Census Tract 602,42.10305042
2021,25025060301,125,1707,Census Tract 603.01,67.34091145
2021,25025060400,202,2506,Census Tract 604,98.66398961
2021,25025060501,163,2346,Census Tract 605.01,101.743664
2021,25025060601,80,1118,Census Tract 606.01,34.67679239
2021,25025060602,32,214,Census Tract 606.02,106.7774477
2021,25025060603,408,1351,Census Tract 606.03,98.40477606
2021,25025060604,629,1888,Census Tract 606.04,102.8741711
2021,25025060700,14,590,Census Tract 607,31.68558175
2021,25025060800,160,2456,Census Tract 608,84.76035821
2021,25025061000,65,1038,Census Tract 610,39.43258256
2021,25025061101,54,1259,Census Tract 611.01,40.84207166
2021,25025061201,67,1049,Census Tract 612.01,138.8764368
2021,25025061202,,,Census Tract 612.02,94.10020032
2021,25025061203,85,1426,Census Tract 612.03,87.15703331
2021,25025061204,62,611,Census Tract 612.04,101.865734
2021,25025070102,426,1223,Census Tract 701.02,34.3417175
2021,25025070103,31,348,Census Tract 701.03,26.58755062
2021,25025070104,227,1509,Census Tract 701.04,188.2443854
2021,25025070201,71,1018,Census Tract 702.01,35.5908352
2021,25025070202,304,2589,Census Tract 702.02,44.11868902
2021,25025070301,76,1278,Census Tract 703.01,35.41786143
2021,25025070302,216,1184,Census Tract 703.02,47.76645866
2021,25025070402,201,2388,Census Tract 704.02,61.08197925
2021,25025070501,70,1191,Census Tract 705.01,30.36010848
2021,25025070502,109,1731,Census Tract 705.02,43.09937932
2021,25025070600,108,1142,Census Tract 706,32.87391153
2021,25025070700,65,1264,Census Tract 707,40.20330425
2021,25025070801,58,549,Census Tract 708.01,15.13149803
2021,25025070802,77,1457,Census Tract 708.02,32.11208564
2021,25025070901,21,547,Census Tract 709.01,14.25575656
2021,25025070902,61,1192,Census Tract 709.02,27.39731496
2021,25025071101,144,2191,Census Tract 711.01,88.71849221
2021,25025071201,411,1794,Census Tract 712.01,101.8758654
2021,25025080100,120,804,Census Tract 801,253.6941994
2021,25025080300,38,838,Census Tract 803,66.43008102
2021,25025080401,74,1457,Census Tract 804.01,108.8024763
2021,25025080500,52,1387,Census Tract 805,60.31249309
2021,25025080601,492,1038,Census Tract 806.01,138.7904441
2021,25025080801,54,1042,Census Tract 808.01,90.16628264
