YEAR,GEOID,vac,occ,NAME,landarea_acres
2021,25025080900,108,1936,Census Tract 809,63.3805535
2021,25025081001,71,2511,Census Tract 810.01,138.3056233
2021,25025081101,143,808,Census Tract 811.01,29.10481315
2021,25025081102,62,1327,Census Tract 811.02,93.1261109
2021,25025081200,88,1290,Census Tract 812,66.53584212
2021,25025081301,62,1062,Census Tract 813.01,58.2328542
2021,25025081302,54,1296,Census Tract 813.02,85.17252999
2021,25025081400,107,1568,Census Tract 814,153.3239471
2021,25025081500,52,960,Census Tract 815,83.09981005
2021,25025081700,111,1571,Census Tract 817,156.6339237
2021,25025081800,106,1386,Census Tract 818,92.39813845
2021,25025081900,81,1403,Census Tract 819,107.0907773
2021,25025082000,99,1254,Census Tract 820,96.90385798
2021,25025082100,78,2073,Census Tract 821,91.57157095
2021,25025090100,143,1828,Census Tract 901,110.4472097
2021,25025090200,31,863,Census Tract 902,67.62557685
2021,25025090300,58,1243,Census Tract 903,93.99740448
2021,25025090400,81,1359,Census Tract 904,105.0541348
2021,25025090600,70,798,Census Tract 906,74.5430449
2021,25025090700,305,2155,Census Tract 907,265.1601362
2021,25025090901,118,1610,Census Tract 909.01,289.9065046
2021,25025091001,107,1595,Census Tract 910.01,293.1334538
2021,25025091100,146,1918,Census Tract 911,104.2888494
2021,25025091200,72,1207,Census Tract 912,79.96626671
2021,25025091300,59,959,Census Tract 913,64.87998896
2021,25025091400,56,999,Census Tract 914,80.31419109
2021,25025091500,99,1632,Census Tract 915,99.87184071
2021,25025091600,79,1161,Census Tract 916,77.38302705
2021,25025091700,109,966,Census Tract 917,71.38009602
2021,25025091800,106,1222,Census Tract 918,106.7658338
2021,25025091900,77,1385,Census Tract 919,119.1005931
2021,25025092000,172,1607,Census Tract 920,121.0171424
2021,25025092101,145,2487,Census Tract 921.01,322.7460685
2021,25025092200,74,1229,Census Tract 922,143.9453094
2021,25025092300,88,1098,Census Tract 923,84.7507211
2021,25025092400,128,2067,Census Tract 924,146.9006898
2021,25025100100,82,1916,Census Tract 1001,256.1464732
2021,25025100200,61,970,Census Tract 1002,86.64527806
2021,25025100300,85,1241,Census Tract 1003,121.5454537
2021,25025100400,148,1923,Census Tract 1004,154.7497451
2021,25025100500,164,2423,Census Tract 1005,211.9462394
2021,25025100601,152,2101,Census Tract 1006.01,136.5469743
2021,25025100603,69,889,Census Tract 1006.03,215.5984569
2021,25025100700,100,1960,Census Tract 1007,299.2730341
2021,25025100800,138,2611,Census Tract 1008,431.633549
2021,25025100900,90,1692,Census Tract 1009,235.586317
2021,25025101001,126,2185,Census Tract 1010.01,321.7638246
2021,25025101002,83,2219,Census Tract 1010.02,287.860472
2021,25025101101,93,1372,Census Tract 1011.01,145.1907206
2021,25025101102,145,1550,Census Tract 1011.02,138.6735632
2021,25025110104,29,759,Census Tract 1101.04,74.61075178
2021,25025110105,218,1192,Census Tract 1101.05,86.01095855
2021,25025110106,34,610,Census Tract 1101.06,52.55041885
2021,25025110201,42,813,Census Tract 1102.01,86.04407067
2021,25025110301,66,954,Census Tract 1103.01,202.1151518
2021,25025110401,59,1380,Census Tract 1104.01,129.2262303
2021,25025110403,70,1729,Census Tract 1104.03,232.9872626
2021,25025110501,78,1329,Census Tract 1105.01,160.084009
2021,25025110502,94,1683,Census Tract 1105.02,169.0942125
2021,25025110601,75,1117,Census Tract 1106.01,347.5482827
2021,25025110607,110,2197,Census Tract 1106.07,277.7533677
2021,25025120103,33,698,Census Tract 1201.03,84.0617913
2021,25025120104,50,1090,Census Tract 1201.04,100.2753638
2021,25025120105,46,903,Census Tract 1201.05,454.6160792
2021,25025120201,115,2134,Census Tract 1202.01,176.2276507
2021,25025120301,122,2038,Census Tract 1203.01,162.4997112
2021,25025120400,120,2838,Census Tract 1204,247.0673272
2021,25025120500,48,932,Census Tract 1205,52.80790265
2021,25025120600,57,1113,Census Tract 1206,63.57897913
2021,25025120700,51,1014,Census Tract 1207,76.75043727
2021,25025130101,138,2755,Census Tract 1301.01,659.3418994
2021,25025130200,92,1905,Census Tract 1302,334.2485769
2021,25025130300,73,1747,Census Tract 1303,356.440617
2021,25025130402,123,2149,Census Tract 1304.02,460.5730487
2021,25025130404,91,1311,Census Tract 1304.04,395.7491526
2021,25025130406,80,2416,Census Tract 1304.06,260.0299813
2021,25025140102,76,1760,Census Tract 1401.02,515.8693025
2021,25025140105,57,1287,Census Tract 1401.05,249.3945657
2021,25025140106,51,922,Census Tract 1401.06,68.90212325
2021,25025140107,49,1054,Census Tract 1401.07,155.0240321
2021,25025140201,40,918,Census Tract 1402.01,326.7563417
2021,25025140202,89,2121,Census Tract 1402.02,380.1960928
2021,25025140300,128,2527,Census Tract 1403,382.7363361
2021,25025140400,140,2841,Census Tract 1404,463.2020028
2021,25025980101,,,Census Tract 9801.01,808.1126827
2021,25025980300,,,Census Tract 9803,514.2996891
2021,25025980700,,,Census Tract 9807,713.8738563
2021,25025980900,,,Census Tract 9809,414.4518176
2021,25025981000,,,Census Tract 9810,280.26297
2021,25025981100,,,Census Tract 9811,617.6794378
2021,25025981201,,,Census Tract 9812.01,197.576073
2021,25025981202,,,Census Tract 9812.02,419.2026657
2021,25025981300,,,Census Tract 9813,1726.433871
2021,25025981501,,,Census Tract 9815.01,221.8378678
2021,25025981502,,,Census Tract 9815.02,309.423876
2021,25025981600,,,Census Tract 9816,145.0461639
2021,25025981700,,,Census Tract 9817,77.53302002
2021,25025981800,,,Census Tract 9818,176.6405638
2021,25025981900,,,Census Tract 9819,57.78905293
2022,25025000101,29,693,Census Tract 1.01,61.75756536
2022,25025000102,113,2029,Census Tract 1.02,263.7689329
2022,25025000201,64,1548,Census Tract 2.01,148.0722164
2022,25025000202,67,1547,Census Tract 2.02,148.6674933
2022,25025000301,47,1301,Census Tract 3.01,141.2036752
2022,25025000302,48,1326,Census Tract 3.02,145.7869859
2022,25025000401,97,2957,Census Tract 4.01,106.5127978
2022,25025000402,111,1512,Census Tract 4.02,199.3572086
2022,25025000502,128,2024,Census Tract 5.02,209.4722203
2022,25025000503,67,1412,Census Tract 5.03,34.58165682
2022,25025000505,35,1051,Census Tract 5.05,35.67855761
2022,25025000506,71,1574,Census Tract 5.06,46.67968919
2022,25025000601,70,1597,Census Tract 6.01,122.3828939
2022,25025000603,225,1336,Census Tract 6.03,77.21721934
2022,25025000604,44,1294,Census Tract 6.04,70.93505923
2022,25025000701,80,2307,Census Tract 7.01,56.94296411
2022,25025000703,60,1317,Census Tract 7.03,43.98500501
2022,25025000704,90,2650,Census Tract 7.04,59.25068126
2022,25025000804,80,1448,Census Tract 8.04,150.1402414
2022,25025000805,180,2154,Census Tract 8.05,91.39909139
2022,25025000806,267,788,Census Tract 8.06,350.1935458
2022,25025000807,0,40,Census Tract 8.07,54.01575376
2022,25025010103,54,366,Census Tract 101.03,71.19229593
2022,25025010104,162,1964,Census Tract 101.04,69.60489096
2022,25025010204,214,1443,Census Tract 102.04,62.61897472
2022,25025010205,309,2963,Census Tract 102.05,45.16419189
2022,25025010206,123,1712,Census Tract 102.06,45.04236893
2022,25025010300,49,317,Census Tract 103,125.3338263
2022,25025010403,164,2045,Census Tract 104.03,21.88241706
2022,25025010404,229,1693,Census Tract 104.04,33.83095067
2022,25025010405,93,912,Census Tract 104.05,90.16727107
2022,25025010408,78,903,Census Tract 104.08,10.71967855
2022,25025010500,286,1652,Census Tract 105,47.75706866
2022,25025010600,376,2155,Census Tract 106,83.93626177
2022,25025010701,177,1392,Census Tract 107.01,49.92047627
2022,25025010702,255,1351,Census Tract 107.02,74.17510499
2022,25025010801,184,1622,Census Tract 108.01,32.62754746
2022,25025010802,239,1816,Census Tract 108.02,38.75279566
2022,25025020101,342,2376,Census Tract 201.01,54.20874306
2022,25025020200,148,2339,Census Tract 202,26.7607715
2022,25025020301,122,1335,Census Tract 203.01,64.93608188
2022,25025020302,64,804,Census Tract 203.02,18.97423382
2022,25025020304,107,1049,Census Tract 203.04,35.843624
2022,25025020305,521,2579,Census Tract 203.05,73.58131076
2022,25025030100,90,1294,Census Tract 301,19.11211862
2022,25025030200,56,1114,Census Tract 302,14.39660663
2022,25025030301,118,784,Census Tract 303.01,38.10117877
2022,25025030302,510,1162,Census Tract 303.02,117.9651438
2022,25025030400,217,2441,Census Tract 304,40.81439586
2022,25025030500,158,1516,Census Tract 305,47.2539621
2022,25025040100,54,1199,Census Tract 401,65.26324941
2022,25025040200,65,638,Census Tract 402,34.91500198
2022,25025040300,94,2018,Census Tract 403,69.09214729
2022,25025040401,54,1254,Census Tract 404.01,107.0962136
2022,25025040600,219,1849,Census Tract 406,355.1109429
2022,25025040801,117,2102,Census Tract 408.01,234.861804
2022,25025050101,123,1805,Census Tract 501.01,74.0747802
2022,25025050200,148,1897,Census Tract 502,60.11357326
2022,25025050300,273,2030,Census Tract 503,87.80444941
2022,25025050400,84,1116,Census Tract 504,32.61321535
2022,25025050500,53,952,Census Tract 505,67.27246326
2022,25025050600,46,839,Census Tract 506,42.46604823
2022,25025050700,151,1609,Census Tract 507,66.20818038
2022,25025050901,93,1427,Census Tract 509.01,152.1914631
2022,25025051000,109,1994,Census Tract 510,257.7852761
2022,25025051101,188,2365,Census Tract 511.01,286.493238
2022,25025051200,142,1656,Census Tract 512,106.1100161
2022,25025060101,113,1808,Census Tract 601.01,73.05003419
2022,25025060200,76,1042,Census Tract 602,42.10305042
2022,25025060301,125,1714,Census Tract 603.01,67.34091145
2022,25025060400,203,2518,Census Tract 604,98.66398961
2022,25025060501,164,2360,Census Tract 605.01,101.743664
2022,25025060601,80,1118,Census Tract 606.01,34.67679239
2022,25025060602,32,214,Census Tract 606.02,106.7774477
2022,25025060603,408,1351,Census Tract 606.03,98.40477606
2022,25025060604,657,1973,Census Tract 606.04,102.8741711
2022,25025060700,14,590,Census Tract 607,31.68558175
2022,25025060800,165,2528,Census Tract 608,84.76035821
2022,25025061000,69,1095,Census Tract 610,39.43258256
2022,25025061101,54,1259,Census Tract 611.01,40.84207166
2022,25025061201,68,1063,Census Tract 612.01,138.8764368
2022,25025061202,,,Census Tract 612.02,94.10020032
2022,25025061203,88,1473,Census Tract 612.03,87.15703331
2022,25025061204,62,611,Census Tract 612.04,101.865734
2022,25025070102,426,1223,Census Tract 701.02,34.3417175
2022,25025070103,31,348,Census Tract 701.03,26.58755062
2022,25025070104,227,1509,Census Tract 701.04,188.2443854
2022,25025070201,71,1018,Census Tract 702.01,35.5908352
2022,25025070202,322,2738,Census Tract 702.02,44.11868902
2022,25025070301,76,1279,Census Tract 703.01,35.41786143
2022,25025070302,238,1304,Census Tract 703.02,47.76645866
2022,25025070402,215,2554,Census Tract 704.02,61.08197925
2022,25025070501,70,1190,Census Tract 705.01,30.36010848
2022,25025070502,109,1732,Census Tract 705.02,43.09937932
2022,25025070600,107,1135,Census Tract 706,32.87391153
2022,25025070700,65,1264,Census Tract 707,40.20330425
2022,25025070801,59,561,Census Tract 708.01,15.13149803
2022,25025070802,77,1454,Census Tract 708.02,32.11208564
2022,25025070901,21,552,Census Tract 709.01,14.25575656
2022,25025070902,61,1192,Census Tract 709.02,27.39731496
2022,25025071101,144,2191,Census Tract 711.01,88.71849221
2022,25025071201,411,1794,Census Tract 712.01,101.8758654
2022,25025080100,120,804,Census Tract 801,253.6941994
2022,25025080300,38,844,Census Tract 803,66.43008102
2022,25025080401,76,1486,Census Tract 804.01,108.8024763
2022,25025080500,52,1387,Census Tract 805,60.31249309
2022,25025080601,492,1038,Census Tract 806.01,138.7904441
2022,25025080801,54,1042,Census Tract 808.01,90.16628264
2022,25025080900,110,1966,Census Tract 809,63.3805535
2022,25025081001,71,2513,Census Tract 810.01,138.3056233
2022,25025081101,143,808,Census Tract 811.01,29.10481315
2022,25025081102,62,1327,Census Tract 811.02,93.1261109
2022,25025081200,88,1290,Census Tract 812,66.53584212
2022,25025081301,68,1164,Census Tract 813.01,58.2328542
2022,25025081302,54,1296,Census Tract 813.02,85.17252999
2022,25025081400,108,1582,Census Tract 814,153.3239471
2022,25025081500,52,964,Census Tract 815,83.09981005
2022,25025081700,113,1599,Census Tract 817,156.6339237
2022,25025081800,107,1396,Census Tract 818,92.39813845
2022,25025081900,81,1411,Census Tract 819,107.0907773
2022,25025082000,99,1252,Census Tract 820,96.90385798
2022,25025082100,78,2075,Census Tract 821,91.57157095
2022,25025090100,143,1828,Census Tract 901,110.4472097
2022,25025090200,31,863,Census Tract 902,67.62557685
2022,25025090300,58,1243,Census Tract 903,93.99740448
2022,25025090400,81,1367,Census Tract 904,105.0541348
2022,25025090600,70,799,Census Tract 906,74.5430449
2022,25025090700,306,2164,Census Tract 907,265.1601362
2022,25025090901,118,1610,Census Tract 909.01,289.9065046
2022,25025091001,108,1605,Census Tract 910.01,293.1334538
2022,25025091100,146,1920,Census Tract 911,104.2888494
2022,25025091200,72,1208,Census Tract 912,79.96626671
2022,25025091300,60,969,Census Tract 913,64.87998896
2022,25025091400,56,1001,Census Tract 914,80.31419109
2022,25025091500,99,1637,Census Tract 915,99.87184071
2022,25025091600,80,1169,Census Tract 916,77.38302705
2022,25025091700,113,1003,Census Tract 917,71.38009602
2022,25025091800,106,1226,Census Tract 918,106.7658338
2022,25025091900,77,1384,Census Tract 919,119.1005931
2022,25025092000,172,1608,Census Tract 920,121.0171424
2022,25025092101,147,2515,Census Tract 921.01,322.7460685
2022,25025092200,74,1235,Census Tract 922,143.9453094
2022,25025092300,89,1108,Census Tract 923,84.7507211
2022,25025092400,129,2076,Census Tract 924,146.9006898
2022,25025100100,82,1918,Census Tract 1001,256.1464732
2022,25025100200,61,970,Census Tract 1002,86.64527806
2022,25025100300,86,1248,Census Tract 1003,121.5454537
2022,25025100400,148,1929,Census Tract 1004,154.7497451
2022,25025100500,164,2428,Census Tract 1005,211.9462394
2022,25025100601,152,2101,Census Tract 1006.01,136.5469743
2022,25025100603,69,892,Census Tract 1006.03,215.5984569
2022,25025100700,100,1970,Census Tract 1007,299.2730341
2022,25025100800,138,2611,Census Tract 1008,431.633549
2022,25025100900,91,1709,Census Tract 1009,235.586317
2022,25025101001,129,2237,Census Tract 1010.01,321.7638246
2022,25025101002,88,2349,Census Tract 1010.02,287.860472
2022,25025101101,93,1372,Census Tract 1011.01,145.1907206
2022,25025101102,145,1555,Census Tract 1011.02,138.6735632
2022,25025110104,29,763,Census Tract 1101.04,74.61075178
2022,25025110105,218,1193,Census Tract 1101.05,86.01095855
2022,25025110106,34,613,Census Tract 1101.06,52.55041885
2022,25025110201,42,814,Census Tract 1102.01,86.04407067
2022,25025110301,66,957,Census Tract 1103.01,202.1151518
2022,25025110401,59,1385,Census Tract 1104.01,129.2262303
2022,25025110403,70,1731,Census Tract 1104.03,232.9872626
2022,25025110501,78,1332,Census Tract 1105.01,160.084009
2022,25025110502,96,1713,Census Tract 1105.02,169.0942125
2022,25025110601,75,1117,Census Tract 1106.01,347.5482827
2022,25025110607,110,2202,Census Tract 1106.07,277.7533677
2022,25025120103,33,699,Census Tract 1201.03,84.0617913
2022,25025120104,50,1090,Census Tract 1201.04,100.2753638
2022,25025120105,46,902,Census Tract 1201.05,454.6160792
2022,25025120201,117,2179,Census Tract 1202.01,176.2276507
2022,25025120301,124,2067,Census Tract 1203.01,162.4997112
2022,25025120400,120,2838,Census Tract 1204,247.0673272
2022,25025120500,48,932,Census Tract 1205,52.80790265
2022,25025120600,57,1113,Census Tract 1206,63.57897913
2022,25025120700,51,1019,Census Tract 1207,76.75043727
2022,25025130101,138,2760,Census Tract 1301.01,659.3418994
2022,25025130200,93,1917,Census Tract 1302,334.2485769
2022,25025130300,73,1749,Census Tract 1303,356.440617
2022,25025130402,138,2406,Census Tract 1304.02,460.5730487
2022,25025130404,91,1311,Census Tract 1304.04,395.7491526
2022,25025130406,80,2417,Census Tract 1304.06,260.0299813
2022,25025140102,76,1759,Census Tract 1401.02,515.8693025
2022,25025140105,57,1288,Census Tract 1401.05,249.3945657
2022,25025140106,51,922,Census Tract 1401.06,68.90212325
2022,25025140107,49,1054,Census Tract 1401.07,155.0240321
2022,25025140201,40,919,Census Tract 1402.01,326.7563417
2022,25025140202,89,2121,Census Tract 1402.02,380.1960928
2022,25025140300,129,2547,Census Tract 1403,382.7363361
2022,25025140400,140,2842,Census Tract 1404,463.2020028
2022,25025980101,,,Census Tract 9801.01,808.1126827
2022,25025980300,,,Census Tract 9803,514.2996891
2022,25025980700,,,Census Tract 9807,713.8738563
2022,25025980900,,,Census Tract 9809,414.4518176
2022,25025981000,,,Census Tract 9810,280.26297
2022,25025981100,,,Census Tract 9811,617.6794378
2022,25025981201,,,Census Tract 9812.01,197.576073
2022,25025981202,,,Census Tract 9812.02,419.2026657
2022,25025981300,,,Census Tract 9813,1726.433871
2022,25025981501,,,Census Tract 9815.01,221.8378678
2022,25025981502,,,Census Tract 9815.02,309.423876
2022,25025981600,,,Census Tract 9816,145.0461639
2022,25025981700,,,Census Tract 9817,77.53302002
2022,25025981800,,,Census Tract 9818,176.6405638
2022,25025981900,,,Census Tract 9819,57.78905293
2023,25025000101,29,691,Census Tract 1.01,61.75756536
2023,25025000102,117,2104,Census Tract 1.02,263.7689329
2023,25025000201,64,1549,Census Tract 2.01,148.0722164
2023,25025000202,67,1556,Census Tract 2.02,148.6674933
2023,25025000301,47,1301,Census Tract 3.01,141.2036752
2023,25025000302,48,1329,Census Tract 3.02,145.7869859
2023,25025000401,97,2955,Census Tract 4.01,106.5127978
2023,25025000402,114,1552,Census Tract 4.02,199.3572086
2023,25025000502,128,2024,Census Tract 5.02,209.4722203
2023,25025000503,67,1412,Census Tract 5.03,34.58165682
2023,25025000505,39,1156,Census Tract 5.05,35.67855761
2023,25025000506,71,1574,Census Tract 5.06,46.67968919
2023,25025000601,71,1611,Census Tract 6.01,122.3828939
2023,25025000603,267,1588,Census Tract 6.03,77.21721934
2023,25025000604,44,1299,Census Tract 6.04,70.93505923
2023,25025000701,80,2307,Census Tract 7.01,56.94296411
2023,25025000703,60,1318,Census Tract 7.03,43.98500501
2023,25025000704,90,2650,Census Tract 7.04,59.25068126
2023,25025000804,87,1577,Census Tract 8.04,150.1402414
2023,25025000805,186,2231,Census Tract 8.05,91.39909139
2023,25025000806,267,788,Census Tract 8.06,350.1935458
2023,25025000807,0,40,Census Tract 8.07,54.01575376
2023,25025010103,54,366,Census Tract 101.03,71.19229593
2023,25025010104,162,1964,Census Tract 101.04,69.60489096
2023,25025010204,214,1443,Census Tract 102.04,62.61897472
2023,25025010205,309,2963,Census Tract 102.05,45.16419189
2023,25025010206,123,1712,Census Tract 102.06,45.04236893
2023,25025010300,49,317,Census Tract 103,125.3338263
2023,25025010403,164,2045,Census Tract 104.03,21.88241706
2023,25025010404,229,1693,Census Tract 104.04,33.83095067
2023,25025010405,93,912,Census Tract 104.05,90.16727107
2023,25025010408,78,903,Census Tract 104.08,10.71967855
2023,25025010500,286,1652,Census Tract 105,47.75706866
2023,25025010600,412,2360,Census Tract 106,83.93626177
2023,25025010701,177,1390,Census Tract 107.01,49.92047627
2023,25025010702,256,1355,Census Tract 107.02,74.17510499
2023,25025010801,184,1618,Census Tract 108.01,32.62754746
2023,25025010802,238,1809,Census Tract 108.02,38.75279566
2023,25025020101,342,2375,Census Tract 201.01,54.20874306
2023,25025020200,148,2336,Census Tract 202,26.7607715
2023,25025020301,122,1335,Census Tract 203.01,64.93608188
2023,25025020302,64,804,Census Tract 203.02,18.97423382
2023,25025020304,107,1049,Census Tract 203.04,35.843624
2023,25025020305,521,2579,Census Tract 203.05,73.58131076
2023,25025030100,90,1298,Census Tract 301,19.11211862
2023,25025030200,56,1113,Census Tract 302,14.39660663
2023,25025030301,118,783,Census Tract 303.01,38.10117877
2023,25025030302,513,1169,Census Tract 303.02,117.9651438
2023,25025030400,217,2436,Census Tract 304,40.81439586
2023,25025030500,158,1516,Census Tract 305,47.2539621
2023,25025040100,54,1198,Census Tract 401,65.26324941
2023,25025040200,65,641,Census Tract 402,34.91500198
2023,25025040300,94,2021,Census Tract 403,69.09214729
2023,25025040401,53,1236,Census Tract 404.01,107.0962136
2023,25025040600,219,1850,Census Tract 406,355.1109429
2023,25025040801,117,2102,Census Tract 408.01,234.861804
2023,25025050101,124,1821,Census Tract 501.01,74.0747802
2023,25025050200,148,1901,Census Tract 502,60.11357326
2023,25025050300,273,2030,Census Tract 503,87.80444941
2023,25025050400,85,1125,Census Tract 504,32.61321535
2023,25025050500,53,956,Census Tract 505,67.27246326
2023,25025050600,46,842,Census Tract 506,42.46604823
2023,25025050700,152,1622,Census Tract 507,66.20818038
2023,25025050901,94,1438,Census Tract 509.01,152.1914631
2023,25025051000,112,2051,Census Tract 510,257.7852761
2023,25025051101,189,2376,Census Tract 511.01,286.493238
2023,25025051200,143,1667,Census Tract 512,106.1100161
2023,25025060101,115,1835,Census Tract 601.01,73.05003419
2023,25025060200,76,1047,Census Tract 602,42.10305042
2023,25025060301,125,1718,Census Tract 603.01,67.34091145
2023,25025060400,203,2519,Census Tract 604,98.66398961
2023,25025060501,168,2415,Census Tract 605.01,101.743664
2023,25025060601,80,1119,Census Tract 606.01,34.67679239
2023,25025060602,32,214,Census Tract 606.02,106.7774477
2023,25025060603,408,1351,Census Tract 606.03,98.40477606
2023,25025060604,657,1973,Census Tract 606.04,102.8741711
2023,25025060700,14,590,Census Tract 607,31.68558175
2023,25025060800,166,2537,Census Tract 608,84.76035821
2023,25025061000,69,1095,Census Tract 610,39.43258256
2023,25025061101,54,1259,Census Tract 611.01,40.84207166
2023,25025061201,82,1278,Census Tract 612.01,138.8764368
2023,25025061202,,,Census Tract 612.02,94.10020032
2023,25025061203,91,1529,Census Tract 612.03,87.15703331
2023,25025061204,62,611,Census Tract 612.04,101.865734
2023,25025070102,426,1223,Census Tract 701.02,34.3417175
2023,25025070103,31,348,Census Tract 701.03,26.58755062
2023,25025070104,268,1785,Census Tract 701.04,188.2443854
2023,25025070201,71,1018,Census Tract 702.01,35.5908352
2023,25025070202,322,2740,Census Tract 702.02,44.11868902
2023,25025070301,76,1278,Census Tract 703.01,35.41786143
2023,25025070302,239,1312,Census Tract 703.02,47.76645866
2023,25025070402,215,2554,Census Tract 704.02,61.08197925
2023,25025070501,70,1190,Census Tract 705.01,30.36010848
2023,25025070502,109,1732,Census Tract 705.02,43.09937932
2023,25025070600,107,1133,Census Tract 706,32.87391153
2023,25025070700,65,1263,Census Tract 707,40.20330425
2023,25025070801,59,561,Census Tract 708.01,15.13149803
2023,25025070802,80,1515,Census Tract 708.02,32.11208564
2023,25025070901,21,552,Census Tract 709.01,14.25575656
2023,25025070902,61,1192,Census Tract 709.02,27.39731496
2023,25025071101,144,2196,Census Tract 711.01,88.71849221
2023,25025071201,467,2041,Census Tract 712.01,101.8758654
2023,25025080100,120,806,Census Tract 801,253.6941994
2023,25025080300,38,843,Census Tract 803,66.43008102
2023,25025080401,79,1538,Census Tract 804.01,108.8024763
2023,25025080500,52,1387,Census Tract 805,60.31249309
2023,25025080601,492,1038,Census Tract 806.01,138.7904441
2023,25025080801,56,1086,Census Tract 808.01,90.16628264
2023,25025080900,110,1970,Census Tract 809,63.3805535
2023,25025081001,71,2510,Census Tract 810.01,138.3056233
2023,25025081101,143,808,Census Tract 811.01,29.10481315
2023,25025081102,62,1327,Census Tract 811.02,93.1261109
2023,25025081200,88,1290,Census Tract 812,66.53584212
2023,25025081301,74,1268,Census Tract 813.01,58.2328542
2023,25025081302,54,1296,Census Tract 813.02,85.17252999
2023,25025081400,112,1648,Census Tract 814,153.3239471
2023,25025081500,52,965,Census Tract 815,83.09981005
2023,25025081700,114,1613,Census Tract 817,156.6339237
2023,25025081800,111,1451,Census Tract 818,92.39813845
2023,25025081900,81,1418,Census Tract 819,107.0907773
2023,25025082000,100,1260,Census Tract 820,96.90385798
2023,25025082100,78,2075,Census Tract 821,91.57157095
2023,25025090100,144,1835,Census Tract 901,110.4472097
2023,25025090200,31,863,Census Tract 902,67.62557685
2023,25025090300,58,1244,Census Tract 903,93.99740448
2023,25025090400,82,1378,Census Tract 904,105.0541348
2023,25025090600,70,800,Census Tract 906,74.5430449
2023,25025090700,306,2164,Census Tract 907,265.1601362
2023,25025090901,118,1610,Census Tract 909.01,289.9065046
2023,25025091001,124,1846,Census Tract 910.01,293.1334538
2023,25025091100,149,1959,Census Tract 911,104.2888494
2023,25025091200,72,1209,Census Tract 912,79.96626671
2023,25025091300,61,977,Census Tract 913,64.87998896
2023,25025091400,56,1001,Census Tract 914,80.31419109
2023,25025091500,99,1640,Census Tract 915,99.87184071
2023,25025091600,80,1169,Census Tract 916,77.38302705
2023,25025091700,113,1004,Census Tract 917,71.38009602
2023,25025091800,106,1227,Census Tract 918,106.7658338
2023,25025091900,77,1392,Census Tract 919,119.1005931
2023,25025092000,172,1608,Census Tract 920,121.0171424
2023,25025092101,147,2522,Census Tract 921.01,322.7460685
2023,25025092200,74,1236,Census Tract 922,143.9453094
2023,25025092300,90,1115,Census Tract 923,84.7507211
2023,25025092400,129,2079,Census Tract 924,146.9006898
2023,25025100100,83,1931,Census Tract 1001,256.1464732
2023,25025100200,61,978,Census Tract 1002,86.64527806
2023,25025100300,89,1287,Census Tract 1003,121.5454537
2023,25025100400,148,1929,Census Tract 1004,154.7497451
2023,25025100500,165,2442,Census Tract 1005,211.9462394
2023,25025100601,153,2114,Census Tract 1006.01,136.5469743
2023,25025100603,86,1106,Census Tract 1006.03,215.5984569
2023,25025100700,100,1974,Census Tract 1007,299.2730341
2023,25025100800,138,2612,Census Tract 1008,431.633549
2023,25025100900,91,1715,Census Tract 1009,235.586317
2023,25025101001,129,2241,Census Tract 1010.01,321.7638246
2023,25025101002,88,2350,Census Tract 1010.02,287.860472
2023,25025101101,96,1409,Census Tract 1011.01,145.1907206
2023,25025101102,146,1561,Census Tract 1011.02,138.6735632
2023,25025110104,29,763,Census Tract 1101.04,74.61075178
2023,25025110105,218,1192,Census Tract 1101.05,86.01095855
2023,25025110106,34,614,Census Tract 1101.06,52.55041885
2023,25025110201,42,814,Census Tract 1102.01,86.04407067
2023,25025110301,67,977,Census Tract 1103.01,202.1151518
2023,25025110401,59,1387,Census Tract 1104.01,129.2262303
2023,25025110403,70,1736,Census Tract 1104.03,232.9872626
2023,25025110501,78,1340,Census Tract 1105.01,160.084009
2023,25025110502,96,1715,Census Tract 1105.02,169.0942125
2023,25025110601,75,1116,Census Tract 1106.01,347.5482827
2023,25025110607,111,2217,Census Tract 1106.07,277.7533677
2023,25025120103,33,699,Census Tract 1201.03,84.0617913
2023,25025120104,50,1087,Census Tract 1201.04,100.2753638
2023,25025120105,46,903,Census Tract 1201.05,454.6160792
2023,25025120201,120,2227,Census Tract 1202.01,176.2276507
2023,25025120301,125,2084,Census Tract 1203.01,162.4997112
2023,25025120400,120,2846,Census Tract 1204,247.0673272
2023,25025120500,48,932,Census Tract 1205,52.80790265
2023,25025120600,57,1121,Census Tract 1206,63.57897913
2023,25025120700,51,1017,Census Tract 1207,76.75043727
2023,25025130101,138,2759,Census Tract 1301.01,659.3418994
2023,25025130200,93,1919,Census Tract 1302,334.2485769
2023,25025130300,75,1789,Census Tract 1303,356.440617
2023,25025130402,141,2467,Census Tract 1304.02,460.5730487
2023,25025130404,92,1322,Census Tract 1304.04,395.7491526
2023,25025130406,80,2419,Census Tract 1304.06,260.0299813
2023,25025140102,76,1761,Census Tract 1401.02,515.8693025
2023,25025140105,57,1290,Census Tract 1401.05,249.3945657
2023,25025140106,51,922,Census Tract 1401.06,68.90212325
2023,25025140107,49,1055,Census Tract 1401.07,155.0240321
2023,25025140201,40,921,Census Tract 1402.01,326.7563417
2023,25025140202,89,2124,Census Tract 1402.02,380.1960928
2023,25025140300,129,2551,Census Tract 1403,382.7363361
